Nx = 31
Nt = 750
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
72(2.88); 23.4426; 23.4426; 23.3373; 23.1287; 22.8205; 22.4179; 21.9277; 21.3577; 20.7165; 20.0131; 19.2567; 18.4568; 17.6223; 16.7623; 15.8853; 15; 14.1147; 13.2377; 12.3777; 11.5432; 10.7433; 9.98693; 9.28351; 8.64228; 8.07228; 7.58211; 7.17954; 6.87129; 6.66269; 6.55743; 6.55743; 
73(2.92); 23.4008; 23.4008; 23.2963; 23.0891; 22.783; 22.383; 21.8959; 21.3293; 20.6917; 19.9919; 19.2393; 18.4429; 17.612; 16.7555; 15.882; 15; 14.118; 13.2445; 12.388; 11.5571; 10.7607; 10.0081; 9.30834; 8.67069; 8.10408; 7.61698; 7.21705; 6.91089; 6.70374; 6.59924; 6.59924; 
74(2.96); 23.3593; 23.3593; 23.2555; 23.0498; 22.7457; 22.3483; 21.8642; 21.301; 20.6669; 19.9708; 19.2218; 18.4291; 17.6017; 16.7487; 15.8786; 15; 14.1214; 13.2513; 12.3983; 11.5709; 10.7782; 10.0292; 9.33314; 8.69903; 8.13576; 7.65168; 7.25434; 6.95024; 6.74452; 6.64075; 6.64075; 
75(3); 23.318; 23.318; 23.215; 23.0107; 22.7086; 22.3138; 21.8327; 21.2727; 20.6421; 19.9496; 19.2043; 18.4152; 17.5914; 16.7418; 15.8752; 15; 14.1248; 13.2582; 12.4086; 11.5848; 10.7957; 10.0504; 9.35789; 8.72728; 8.16731; 7.6862; 7.29142; 6.98935; 6.78503; 6.68197; 6.68197; 
76(3.04); 23.2771; 23.2771; 23.1747; 22.9718; 22.6717; 22.2794; 21.8013; 21.2445; 20.6174; 19.9285; 19.1868; 18.4013; 17.5811; 16.735; 15.8718; 15; 14.1282; 13.265; 12.4189; 11.5987; 10.8132; 10.0715; 9.3826; 8.75545; 8.19873; 7.72056; 7.3283; 7.02821; 6.82526; 6.72291; 6.72291; 
77(3.08); 23.2364; 23.2364; 23.1348; 22.9332; 22.635; 22.2452; 21.77; 21.2165; 20.5927; 19.9074; 19.1693; 18.3874; 17.5707; 16.7281; 15.8683; 15; 14.1317; 13.2719; 12.4293; 11.6126; 10.8307; 10.0926; 9.40725; 8.78353; 8.23003; 7.75475; 7.36496; 7.06682; 6.86523; 6.76357; 6.76357; 
78(3.12); 23.196; 23.196; 23.0951; 22.8948; 22.5986; 22.2112; 21.7388; 21.1885; 20.5681; 19.8863; 19.1518; 18.3735; 17.5603; 16.7212; 15.8649; 15; 14.1351; 13.2788; 12.4397; 11.6265; 10.8482; 10.1137; 9.43186; 8.81153; 8.26119; 7.78878; 7.40142; 7.10521; 6.90495; 6.80397; 6.80397; 
79(3.16); 23.1559; 23.1559; 23.0556; 22.8566; 22.5623; 22.1774; 21.7078; 21.1606; 20.5436; 19.8653; 19.1343; 18.3595; 17.5499; 16.7143; 15.8615; 15; 14.1385; 13.2857; 12.4501; 11.6405; 10.8657; 10.1347; 9.45641; 8.83944; 8.29223; 7.82263; 7.43767; 7.14335; 6.9444; 6.84409; 6.84409; 
80(3.2); 23.116; 23.116; 23.0164; 22.8187; 22.5263; 22.1437; 21.6769; 21.1327; 20.5191; 19.8442; 19.1168; 18.3456; 17.5395; 16.7074; 15.858; 15; 14.142; 13.2926; 12.4605; 11.6544; 10.8832; 10.1558; 9.4809; 8.86725; 8.32315; 7.85632; 7.47373; 7.18127; 6.98361; 6.88395; 6.88395; 
81(3.24); 23.0764; 23.0764; 22.9774; 22.781; 22.4904; 22.1101; 21.6461; 21.105; 20.4947; 19.8232; 19.0993; 18.3316; 17.5291; 16.7005; 15.8546; 15; 14.1454; 13.2995; 12.4709; 11.6684; 10.9007; 10.1768; 9.50533; 8.89498; 8.35393; 7.88985; 7.50959; 7.21896; 7.02256; 6.92356; 6.92356; 
82(3.28); 23.0371; 23.0371; 22.9387; 22.7436; 22.4548; 22.0768; 21.6154; 21.0774; 20.4703; 19.8023; 19.0818; 18.3177; 17.5186; 16.6935; 15.8511; 15; 14.1489; 13.3065; 12.4814; 11.6823; 10.9182; 10.1977; 9.52971; 8.92261; 8.38459; 7.92321; 7.54525; 7.25643; 7.06127; 6.9629; 6.9629; 
83(3.32); 22.998; 22.998; 22.9003; 22.7063; 22.4193; 22.0436; 21.5849; 21.0499; 20.446; 19.7813; 19.0643; 18.3037; 17.5082; 16.6866; 15.8476; 15; 14.1524; 13.3134; 12.4918; 11.6963; 10.9357; 10.2187; 9.55402; 8.95015; 8.41512; 7.95641; 7.58071; 7.29367; 7.09975; 7.002; 7.002; 
84(3.36); 22.9591; 22.9591; 22.862; 22.6693; 22.384; 22.0105; 21.5545; 21.0224; 20.4217; 19.7604; 19.0469; 18.2898; 17.4978; 16.6796; 15.8442; 15; 14.1558; 13.3204; 12.5022; 11.7102; 10.9531; 10.2396; 9.57827; 8.97759; 8.44552; 7.98945; 7.61598; 7.3307; 7.13798; 7.04085; 7.04085; 
85(3.4); 22.9205; 22.9205; 22.824; 22.6325; 22.3489; 21.9777; 21.5242; 20.9951; 20.3975; 19.7396; 19.0295; 18.2758; 17.4873; 16.6727; 15.8407; 15; 14.1593; 13.3273; 12.5127; 11.7242; 10.9705; 10.2604; 9.60245; 9.00494; 8.47579; 8.02233; 7.65107; 7.36751; 7.17598; 7.07946; 7.07946; 
86(3.44); 22.8822; 22.8822; 22.7862; 22.5959; 22.314; 21.9449; 21.4941; 20.9678; 20.3734; 19.7188; 19.0121; 18.2619; 17.4769; 16.6657; 15.8372; 15; 14.1628; 13.3343; 12.5231; 11.7381; 10.9879; 10.2812; 9.62657; 9.03219; 8.50594; 8.05505; 7.68596; 7.40411; 7.21376; 7.11783; 7.11783; 
87(3.48); 22.844; 22.844; 22.7487; 22.5595; 22.2793; 21.9124; 21.464; 20.9407; 20.3494; 19.698; 18.9947; 18.248; 17.4664; 16.6588; 15.8337; 15; 14.1663; 13.3412; 12.5336; 11.752; 11.0053; 10.302; 9.65061; 9.05934; 8.53596; 8.08761; 7.72067; 7.4405; 7.2513; 7.15597; 7.15597; 
88(3.52); 22.8061; 22.8061; 22.7114; 22.5233; 22.2448; 21.88; 21.4342; 20.9136; 20.3254; 19.6773; 18.9774; 18.2341; 17.456; 16.6518; 15.8303; 15; 14.1697; 13.3482; 12.544; 11.7659; 11.0226; 10.3227; 9.67459; 9.0864; 8.56584; 8.12002; 7.75519; 7.47668; 7.28862; 7.19387; 7.19387; 
89(3.56); 22.7685; 22.7685; 22.6743; 22.4873; 22.2105; 21.8477; 21.4044; 20.8866; 20.3015; 19.6566; 18.96; 18.2202; 17.4456; 16.6449; 15.8268; 15; 14.1732; 13.3551; 12.5544; 11.7798; 11.04; 10.3434; 9.69849; 9.11335; 8.59561; 8.15226; 7.78953; 7.51266; 7.32572; 7.23154; 7.23154; 
90(3.6); 22.731; 22.731; 22.6374; 22.4516; 22.1763; 21.8156; 21.3748; 20.8598; 20.2777; 19.636; 18.9428; 18.2063; 17.4351; 16.6379; 15.8233; 15; 14.1767; 13.3621; 12.5649; 11.7937; 11.0572; 10.364; 9.72232; 9.14021; 8.62524; 8.18435; 7.82369; 7.54843; 7.36261; 7.26899; 7.26899; 
91(3.64); 22.6938; 22.6938; 22.6007; 22.416; 22.1423; 21.7837; 21.3453; 20.833; 20.2539; 19.6154; 18.9255; 18.1924; 17.4247; 16.631; 15.8198; 15; 14.1802; 13.369; 12.5753; 11.8076; 11.0745; 10.3846; 9.74608; 9.16697; 8.65475; 8.21629; 7.85767; 7.58401; 7.39927; 7.30621; 7.30621; 
92(3.68); 22.6568; 22.6568; 22.5643; 22.3806; 22.1085; 21.7519; 21.3159; 20.8064; 20.2302; 19.5949; 18.9083; 18.1786; 17.4143; 16.624; 15.8164; 15; 14.1836; 13.376; 12.5857; 11.8214; 11.0917; 10.4051; 9.76976; 9.19362; 8.68412; 8.24807; 7.89147; 7.61938; 7.43573; 7.34322; 7.34322; 
93(3.72); 22.62; 22.62; 22.528; 22.3454; 22.0749; 21.7203; 21.2866; 20.7798; 20.2066; 19.5744; 18.8911; 18.1648; 17.4039; 16.6171; 15.8129; 15; 14.1871; 13.3829; 12.5961; 11.8352; 11.1089; 10.4256; 9.79336; 9.22018; 8.71337; 8.2797; 7.9251; 7.65456; 7.47198; 7.38001; 7.38001; 
94(3.76); 22.5834; 22.5834; 22.492; 22.3105; 22.0414; 21.6888; 21.2575; 20.7534; 20.1831; 19.554; 18.8739; 18.151; 17.3935; 16.6101; 15.8094; 15; 14.1906; 13.3899; 12.6065; 11.849; 11.1261; 10.446; 9.81689; 9.24663; 8.7425; 8.31118; 7.95855; 7.68955; 7.50802; 7.41658; 7.41658; 
95(3.8); 22.5471; 22.5471; 22.4561; 22.2757; 22.0082; 21.6575; 21.2285; 20.727; 20.1597; 19.5337; 18.8568; 18.1372; 17.3832; 16.6032; 15.8059; 15; 14.1941; 13.3968; 12.6168; 11.8628; 11.1432; 10.4663; 9.84034; 9.27298; 8.77149; 8.3425; 7.99183; 7.72435; 7.54385; 7.45294; 7.45294; 
96(3.84); 22.5109; 22.5109; 22.4205; 22.241; 21.9751; 21.6263; 21.1996; 20.7008; 20.1363; 19.5134; 18.8398; 18.1235; 17.3728; 16.5963; 15.8025; 15; 14.1975; 13.4037; 12.6272; 11.8765; 11.1602; 10.4866; 9.8637; 9.29923; 8.80036; 8.37368; 8.02493; 7.75895; 7.57948; 7.4891; 7.4891; 
97(3.88); 22.475; 22.475; 22.3851; 22.2066; 21.9421; 21.5953; 21.1709; 20.6746; 20.113; 19.4932; 18.8227; 18.1098; 17.3625; 16.5894; 15.799; 15; 14.201; 13.4106; 12.6375; 11.8902; 11.1773; 10.5068; 9.88699; 9.32537; 8.82911; 8.40471; 8.05787; 7.79337; 7.61492; 7.52505; 7.52505; 
98(3.92); 22.4392; 22.4392; 22.3498; 22.1724; 21.9094; 21.5644; 21.1423; 20.6486; 20.0898; 19.473; 18.8058; 18.0961; 17.3522; 16.5825; 15.7956; 15; 14.2044; 13.4175; 12.6478; 11.9039; 11.1942; 10.527; 9.9102; 9.35141; 8.85773; 8.43558; 8.09064; 7.8276; 7.65015; 7.56079; 7.56079; 
99(3.96); 22.4037; 22.4037; 22.3148; 22.1383; 21.8768; 21.5337; 21.1138; 20.6227; 20.0667; 19.4529; 18.7888; 18.0824; 17.3419; 16.5756; 15.7921; 15; 14.2079; 13.4244; 12.6581; 11.9176; 11.2112; 10.5471; 9.93333; 9.37735; 8.88622; 8.46631; 8.12323; 7.86165; 7.68519; 7.59633; 7.59633; 
100(4); 22.3683; 22.3683; 22.28; 22.1045; 21.8443; 21.5031; 21.0854; 20.5968; 20.0436; 19.4328; 18.7719; 18.0688; 17.3316; 16.5687; 15.7887; 15; 14.2113; 13.4313; 12.6684; 11.9312; 11.2281; 10.5672; 9.95637; 9.40318; 8.91458; 8.4969; 8.15567; 7.89552; 7.72004; 7.63168; 7.63168; 
101(4.04); 22.3332; 22.3332; 22.2453; 22.0708; 21.8121; 21.4727; 21.0572; 20.5711; 20.0207; 19.4129; 18.7551; 18.0552; 17.3214; 16.5619; 15.7852; 15; 14.2148; 13.4381; 12.6786; 11.9448; 11.2449; 10.5871; 9.97933; 9.42891; 8.94282; 8.52733; 8.18793; 7.92921; 7.7547; 7.66683; 7.66683; 
102(4.08); 22.2982; 22.2982; 22.2108; 22.0373; 21.78; 21.4424; 21.0291; 20.5455; 19.9978; 19.3929; 18.7383; 18.0417; 17.3111; 16.555; 15.7818; 15; 14.2182; 13.445; 12.6889; 11.9583; 11.2617; 10.6071; 10.0022; 9.45454; 8.97094; 8.55762; 8.22004; 7.96272; 7.78916; 7.70178; 7.70178; 
103(4.12); 22.2635; 22.2635; 22.1766; 22.004; 21.748; 21.4122; 21.0011; 20.5199; 19.975; 19.3731; 18.7215; 18.0281; 17.3009; 16.5482; 15.7784; 15; 14.2216; 13.4518; 12.6991; 11.9719; 11.2785; 10.6269; 10.025; 9.48006; 8.99893; 8.58777; 8.25198; 7.99605; 7.82344; 7.73654; 7.73654; 
104(4.16); 22.2289; 22.2289; 22.1425; 21.9708; 21.7162; 21.3822; 20.9732; 20.4945; 19.9523; 19.3533; 18.7048; 18.0146; 17.2907; 16.5414; 15.775; 15; 14.225; 13.4586; 12.7093; 11.9854; 11.2952; 10.6467; 10.0477; 9.50548; 9.02679; 8.61777; 8.28376; 8.0292; 7.85754; 7.77111; 7.77111; 
105(4.2); 22.1945; 22.1945; 22.1085; 21.9378; 21.6846; 21.3524; 20.9455; 20.4692; 19.9297; 19.3336; 18.6882; 18.0012; 17.2806; 16.5346; 15.7715; 15; 14.2285; 13.4654; 12.7194; 11.9988; 11.3118; 10.6664; 10.0703; 9.53079; 9.05454; 8.64763; 8.31538; 8.06219; 7.89145; 7.80549; 7.80549; 
106(4.24); 22.1603; 22.1603; 22.0748; 21.905; 21.6532; 21.3226; 20.9178; 20.444; 19.9071; 19.3139; 18.6716; 17.9878; 17.2704; 16.5278; 15.7681; 15; 14.2319; 13.4722; 12.7296; 12.0122; 11.3284; 10.6861; 10.0929; 9.556; 9.08215; 8.67735; 8.34685; 8.095; 7.92518; 7.83969; 7.83969; 
107(4.28); 22.1263; 22.1263; 22.0413; 21.8724; 21.6218; 21.2931; 20.8904; 20.4189; 19.8847; 19.2944; 18.6551; 17.9744; 17.2603; 16.521; 15.7647; 15; 14.2353; 13.479; 12.7397; 12.0256; 11.3449; 10.7056; 10.1153; 9.5811; 9.10965; 8.70693; 8.37815; 8.12764; 7.95873; 7.8737; 7.8737; 
108(4.32); 22.0925; 22.0925; 22.0079; 21.8399; 21.5907; 21.2636; 20.863; 20.3939; 19.8623; 19.2748; 18.6386; 17.9611; 17.2503; 16.5143; 15.7614; 15; 14.2386; 13.4857; 12.7497; 12.0389; 11.3614; 10.7252; 10.1377; 9.6061; 9.13702; 8.73637; 8.4093; 8.16011; 7.99211; 7.90753; 7.90753; 
109(4.36); 22.0588; 22.0588; 21.9747; 21.8076; 21.5597; 21.2343; 20.8357; 20.369; 19.84; 19.2554; 18.6221; 17.9478; 17.2402; 16.5075; 15.758; 15; 14.242; 13.4925; 12.7598; 12.0522; 11.3779; 10.7446; 10.16; 9.63099; 9.16427; 8.76566; 8.4403; 8.19242; 8.0253; 7.94118; 7.94118; 
110(4.4); 22.0253; 22.0253; 21.9417; 21.7754; 21.5289; 21.2052; 20.8086; 20.3442; 19.8179; 19.236; 18.6058; 17.9345; 17.2302; 16.5008; 15.7546; 15; 14.2454; 13.4992; 12.7698; 12.0655; 11.3942; 10.764; 10.1821; 9.65578; 9.19139; 8.79482; 8.47114; 8.22456; 8.05833; 7.97465; 7.97465; 
111(4.44); 21.9921; 21.9921; 21.9088; 21.7435; 21.4982; 21.1762; 20.7816; 20.3195; 19.7958; 19.2167; 18.5894; 17.9213; 17.2202; 16.4941; 15.7513; 15; 14.2487; 13.5059; 12.7798; 12.0787; 11.4106; 10.7833; 10.2042; 9.68046; 9.2184; 8.82384; 8.50183; 8.25653; 8.09118; 8.00794; 8.00794; 
112(4.48); 21.9589; 21.9589; 21.8761; 21.7117; 21.4676; 21.1473; 20.7547; 20.295; 19.7737; 19.1975; 18.5732; 17.9082; 17.2102; 16.4874; 15.7479; 15; 14.2521; 13.5126; 12.7898; 12.0918; 11.4268; 10.8025; 10.2263; 9.70504; 9.24528; 8.85272; 8.53236; 8.28834; 8.12385; 8.04106; 8.04106; 
113(4.52); 21.926; 21.926; 21.8436; 21.68; 21.4373; 21.1185; 20.728; 20.2705; 19.7518; 19.1783; 18.557; 17.895; 17.2003; 16.4808; 15.7446; 15; 14.2554; 13.5192; 12.7997; 12.105; 11.443; 10.8217; 10.2482; 9.72952; 9.27204; 8.88146; 8.56275; 8.31999; 8.15636; 8.074; 8.074; 
114(4.56); 21.8932; 21.8932; 21.8113; 21.6485; 21.407; 21.0899; 20.7013; 20.2461; 19.73; 19.1592; 18.5408; 17.882; 17.1904; 16.4741; 15.7412; 15; 14.2588; 13.5259; 12.8096; 12.118; 11.4592; 10.8408; 10.27; 9.75389; 9.29868; 8.91007; 8.59298; 8.35148; 8.1887; 8.10678; 8.10678; 
115(4.6); 21.8606; 21.8606; 21.7791; 21.6172; 21.3769; 21.0615; 20.6748; 20.2218; 19.7082; 19.1402; 18.5247; 17.8689; 17.1805; 16.4675; 15.7379; 15; 14.2621; 13.5325; 12.8195; 12.1311; 11.4753; 10.8598; 10.2918; 9.77815; 9.3252; 8.93854; 8.62307; 8.38281; 8.22088; 8.13938; 8.13938; 
116(4.64); 21.8282; 21.8282; 21.7471; 21.586; 21.347; 21.0331; 20.6484; 20.1977; 19.6866; 19.1213; 18.5087; 17.8559; 17.1707; 16.4609; 15.7346; 15; 14.2654; 13.5391; 12.8293; 12.1441; 11.4913; 10.8787; 10.3134; 9.80232; 9.3516; 8.96688; 8.65301; 8.41398; 8.25288; 8.17181; 8.17181; 
117(4.68); 21.7959; 21.7959; 21.7153; 21.555; 21.3172; 21.0049; 20.6221; 20.1736; 19.665; 19.1024; 18.4927; 17.843; 17.1609; 16.4543; 15.7313; 15; 14.2687; 13.5457; 12.8391; 12.157; 11.5073; 10.8976; 10.335; 9.82637; 9.37788; 8.99508; 8.6828; 8.445; 8.28473; 8.20407; 8.20407; 
118(4.72); 21.7638; 21.7638; 21.6836; 21.5241; 21.2876; 20.9768; 20.596; 20.1497; 19.6435; 19.0836; 18.4768; 17.8301; 17.1511; 16.4478; 15.728; 15; 14.272; 13.5522; 12.8489; 12.1699; 11.5232; 10.9164; 10.3565; 9.85033; 9.40404; 9.02316; 8.71245; 8.47586; 8.31641; 8.23617; 8.23617; 
119(4.76); 21.7319; 21.7319; 21.6521; 21.4934; 21.2581; 20.9489; 20.5699; 20.1258; 19.6221; 19.0649; 18.4609; 17.8172; 17.1414; 16.4412; 15.7247; 15; 14.2753; 13.5588; 12.8586; 12.1828; 11.5391; 10.9351; 10.3779; 9.87418; 9.43008; 9.05109; 8.74195; 8.50656; 8.34793; 8.2681; 8.2681; 
120(4.8); 21.7001; 21.7001; 21.6207; 21.4629; 21.2287; 20.9211; 20.544; 20.1021; 19.6008; 19.0463; 18.4451; 17.8044; 17.1317; 16.4347; 15.7214; 15; 14.2786; 13.5653; 12.8683; 12.1956; 11.5549; 10.9537; 10.3992; 9.89792; 9.45601; 9.0789; 8.77131; 8.53711; 8.37929; 8.29987; 8.29987; 
121(4.84); 21.6685; 21.6685; 21.5895; 21.4325; 21.1995; 20.8934; 20.5182; 20.0784; 19.5796; 19.0277; 18.4293; 17.7916; 17.122; 16.4282; 15.7182; 15; 14.2818; 13.5718; 12.878; 12.2084; 11.5707; 10.9723; 10.4204; 9.92156; 9.48181; 9.10657; 8.80052; 8.56751; 8.41049; 8.33147; 8.33147; 
122(4.88); 21.6371; 21.6371; 21.5585; 21.4022; 21.1704; 20.8659; 20.4925; 20.0549; 19.5585; 19.0092; 18.4137; 17.7789; 17.1124; 16.4217; 15.7149; 15; 14.2851; 13.5783; 12.8876; 12.2211; 11.5863; 10.9908; 10.4415; 9.9451; 9.5075; 9.13412; 8.82959; 8.59776; 8.44153; 8.36292; 8.36292; 
123(4.92); 21.6058; 21.6058; 21.5276; 21.3721; 21.1415; 20.8385; 20.4669; 20.0315; 19.5374; 18.9908; 18.398; 17.7662; 17.1028; 16.4153; 15.7117; 15; 14.2883; 13.5847; 12.8972; 12.2338; 11.602; 11.0092; 10.4626; 9.96854; 9.53307; 9.16153; 8.85853; 8.62785; 8.47242; 8.39421; 8.39421; 
124(4.96); 21.5747; 21.5747; 21.4968; 21.3422; 21.1127; 20.8112; 20.4415; 20.0081; 19.5165; 18.9724; 18.3825; 17.7536; 17.0932; 16.4089; 15.7085; 15; 14.2915; 13.5911; 12.9068; 12.2464; 11.6175; 11.0276; 10.4835; 9.99187; 9.55852; 9.18882; 8.88732; 8.6578; 8.50315; 8.42533; 8.42533; 
125(5); 21.5437; 21.5437; 21.4663; 21.3124; 21.084; 20.784; 20.4161; 19.9849; 19.4956; 18.9541; 18.367; 17.741; 17.0837; 16.4025; 15.7053; 15; 14.2947; 13.5975; 12.9163; 12.259; 11.633; 11.0459; 10.5044; 10.0151; 9.58386; 9.21597; 8.91597; 8.6876; 8.53373; 8.4563; 8.4563; 
126(5.04); 21.5129; 21.5129; 21.4358; 21.2827; 21.0555; 20.757; 20.3909; 19.9618; 19.4748; 18.9359; 18.3515; 17.7285; 17.0742; 16.3961; 15.702; 15; 14.298; 13.6039; 12.9258; 12.2715; 11.6485; 11.0641; 10.5252; 10.0382; 9.60908; 9.243; 8.94448; 8.71725; 8.56415; 8.48712; 8.48712; 
127(5.08); 21.4822; 21.4822; 21.4056; 21.2532; 21.0271; 20.7301; 20.3658; 19.9388; 19.4541; 18.9178; 18.3361; 17.716; 17.0647; 16.3897; 15.6989; 15; 14.3011; 13.6103; 12.9353; 12.284; 11.6639; 11.0822; 10.5459; 10.0612; 9.63419; 9.2699; 8.97286; 8.74676; 8.59443; 8.51778; 8.51778; 
128(5.12); 21.4517; 21.4517; 21.3754; 21.2239; 20.9989; 20.7033; 20.3408; 19.9158; 19.4335; 18.8997; 18.3208; 17.7036; 17.0553; 16.3834; 15.6957; 15; 14.3043; 13.6166; 12.9447; 12.2964; 11.6792; 11.1003; 10.5665; 10.0842; 9.65918; 9.29667; 9.0011; 8.77612; 8.62455; 8.54828; 8.54828; 
129(5.16); 21.4214; 21.4214; 21.3455; 21.1947; 20.9708; 20.6767; 20.3159; 19.893; 19.413; 18.8818; 18.3056; 17.6912; 17.0459; 16.3771; 15.6925; 15; 14.3075; 13.6229; 12.9541; 12.3088; 11.6944; 11.1182; 10.587; 10.107; 9.68406; 9.32332; 9.0292; 8.80534; 8.65452; 8.57864; 8.57864; 
130(5.2); 21.3912; 21.3912; 21.3157; 21.1656; 20.9428; 20.6502; 20.2912; 19.8703; 19.3926; 18.8639; 18.2904; 17.6789; 17.0365; 16.3708; 15.6893; 15; 14.3107; 13.6292; 12.9635; 12.3211; 11.7096; 11.1361; 10.6074; 10.1297; 9.70882; 9.34984; 9.05717; 8.83442; 8.68435; 8.60884; 8.60884; 
131(5.24); 21.3611; 21.3611; 21.286; 21.1367; 20.915; 20.6238; 20.2665; 19.8477; 19.3723; 18.846; 18.2752; 17.6666; 17.0272; 16.3645; 15.6862; 15; 14.3138; 13.6355; 12.9728; 12.3334; 11.7248; 11.154; 10.6277; 10.1523; 9.73347; 9.37624; 9.085; 8.86335; 8.71402; 8.63889; 8.63889; 
132(5.28); 21.3312; 21.3312; 21.2564; 21.1079; 20.8873; 20.5975; 20.242; 19.8252; 19.352; 18.8283; 18.2601; 17.6543; 17.0179; 16.3583; 15.6831; 15; 14.3169; 13.6417; 12.9821; 12.3457; 11.7399; 11.1717; 10.648; 10.1748; 9.75801; 9.40251; 9.1127; 8.89214; 8.74355; 8.6688; 8.6688; 
133(5.32); 21.3014; 21.3014; 21.2271; 21.0792; 20.8597; 20.5713; 20.2176; 19.8027; 19.3319; 18.8106; 18.2451; 17.6421; 17.0087; 16.3521; 15.6799; 15; 14.3201; 13.6479; 12.9913; 12.3579; 11.7549; 11.1894; 10.6681; 10.1973; 9.78243; 9.42866; 9.14027; 8.92079; 8.77294; 8.69855; 8.69855; 
134(5.36); 21.2718; 21.2718; 21.1978; 21.0507; 20.8323; 20.5453; 20.1933; 19.7804; 19.3118; 18.793; 18.2302; 17.63; 16.9995; 16.3459; 15.6768; 15; 14.3232; 13.6541; 13.0005; 12.37; 11.7698; 11.207; 10.6882; 10.2196; 9.80675; 9.45469; 9.1677; 8.9493; 8.80218; 8.72816; 8.72816; 
135(5.4); 21.2424; 21.2424; 21.1687; 21.0223; 20.805; 20.5194; 20.1691; 19.7582; 19.2918; 18.7755; 18.2153; 17.6179; 16.9903; 16.3397; 15.6737; 15; 14.3263; 13.6603; 13.0097; 12.3821; 11.7847; 11.2245; 10.7082; 10.2418; 9.83095; 9.4806; 9.19501; 8.97768; 8.83128; 8.75762; 8.75762; 
136(5.44); 21.2131; 21.2131; 21.1398; 20.9941; 20.7778; 20.4936; 20.145; 19.7361; 19.2719; 18.758; 18.2005; 17.6059; 16.9811; 16.3336; 15.6706; 15; 14.3294; 13.6664; 13.0189; 12.3941; 11.7995; 11.242; 10.7281; 10.2639; 9.85504; 9.50638; 9.22218; 9.00591; 8.86023; 8.78694; 8.78694; 
137(5.48); 21.1839; 21.1839; 21.111; 20.966; 20.7508; 20.468; 20.121; 19.7141; 19.2521; 18.7406; 18.1857; 17.5939; 16.972; 16.3275; 15.6676; 15; 14.3324; 13.6725; 13.028; 12.4061; 11.8143; 11.2594; 10.7479; 10.2859; 9.87901; 9.53204; 9.24922; 9.03401; 8.88905; 8.81611; 8.81611; 
138(5.52); 21.1549; 21.1549; 21.0823; 20.938; 20.7239; 20.4424; 20.0971; 19.6922; 19.2324; 18.7233; 18.171; 17.5819; 16.963; 16.3214; 15.6645; 15; 14.3355; 13.6786; 13.037; 12.4181; 11.829; 11.2767; 10.7676; 10.3078; 9.90288; 9.55758; 9.27614; 9.06197; 8.91772; 8.84514; 8.84514; 
139(5.56); 21.126; 21.126; 21.0538; 20.9102; 20.6971; 20.417; 20.0734; 19.6703; 19.2128; 18.7061; 18.1564; 17.57; 16.9539; 16.3153; 15.6615; 15; 14.3385; 13.6847; 13.0461; 12.43; 11.8436; 11.2939; 10.7872; 10.3297; 9.92664; 9.583; 9.30292; 9.0898; 8.94625; 8.87403; 8.87403; 
140(5.6); 21.0972; 21.0972; 21.0254; 20.8825; 20.6704; 20.3917; 20.0497; 19.6486; 19.1932; 18.6889; 18.1418; 17.5582; 16.945; 16.3092; 15.6584; 15; 14.3416; 13.6908; 13.055; 12.4418; 11.8582; 11.3111; 10.8068; 10.3514; 9.95029; 9.6083; 9.32958; 9.11749; 8.97464; 8.90278; 8.90278; 
141(5.64); 21.0686; 21.0686; 20.9971; 20.8549; 20.6439; 20.3665; 20.0262; 19.627; 19.1737; 18.6719; 18.1273; 17.5464; 16.936; 16.3032; 15.6554; 15; 14.3446; 13.6968; 13.064; 12.4536; 11.8727; 11.3281; 10.8263; 10.373; 9.97383; 9.63349; 9.35611; 9.14505; 9.0029; 8.93138; 8.93138; 
142(5.68); 21.0401; 21.0401; 20.969; 20.8275; 20.6175; 20.3414; 20.0027; 19.6055; 19.1544; 18.6549; 18.1128; 17.5346; 16.9271; 16.2972; 15.6524; 15; 14.3476; 13.7028; 13.0729; 12.4654; 11.8872; 11.3451; 10.8456; 10.3945; 9.99726; 9.65855; 9.38251; 9.17248; 9.03102; 8.95985; 8.95985; 
143(5.72); 21.0118; 21.0118; 20.941; 20.8002; 20.5912; 20.3165; 19.9794; 19.584; 19.1351; 18.6379; 18.0984; 17.5229; 16.9182; 16.2913; 15.6494; 15; 14.3506; 13.7087; 13.0818; 12.4771; 11.9016; 11.3621; 10.8649; 10.416; 10.0206; 9.6835; 9.40879; 9.19978; 9.059; 8.98818; 8.98818; 
144(5.76); 20.9836; 20.9836; 20.9132; 20.7731; 20.5651; 20.2917; 19.9562; 19.5627; 19.1159; 18.6211; 18.0841; 17.5113; 16.9093; 16.2853; 15.6464; 15; 14.3536; 13.7147; 13.0907; 12.4887; 11.9159; 11.3789; 10.8841; 10.4373; 10.0438; 9.70833; 9.43494; 9.22694; 9.08685; 9.01637; 9.01637; 
