0.130084; 0.209534; 0.441411; 0.807224; 1.2791; 1.82365; 2.40655; 2.99685; 3.57066; 4.11331; 4.62006; 5.095; 5.54874; 5.9952; 6.44822; 6.91856; 7.41192; 7.92808; 8.46152; 9.00297; 9.54183; 10.0686; 10.5771; 11.0657; 11.5376; 12; 12.4625; 12.9344; 13.423; 13.9315; 14.4582; 14.9971; 15.5385; 16.072; 16.5881; 17.0815; 17.5518; 18.0049; 18.4513; 18.9051; 19.38; 19.8867; 20.4294; 21.0032; 21.5935; 22.1764; 22.721; 23.1928; 23.5586; 
0.74731; 0.804698; 0.973394; 1.24344; 1.59961; 2.02332; 2.49473; 2.99501; 3.50813; 4.02219; 4.52994; 5.02866; 5.51929; 6.00519; 6.49073; 6.97993; 7.47545; 7.97806; 8.4866; 8.99845; 9.51029; 10.0189; 10.5222; 11.0193; 11.5112; 12; 12.4889; 12.9808; 13.4779; 13.9811; 14.4898; 15.0016; 15.5135; 16.022; 16.5246; 17.0201; 17.5093; 17.9949; 18.4808; 18.9714; 19.4701; 19.9779; 20.4919; 21.005; 21.5053; 21.9767; 22.4004; 22.7566; 23.0266; 
1.21187; 1.25701; 1.39042; 1.60627; 1.89551; 2.24686; 2.64788; 3.08616; 3.5503; 4.03074; 4.52018; 5.01369; 5.50854; 6.00369; 6.49924; 6.9958; 7.49401; 7.99418; 8.4961; 8.99914; 9.50236; 10.0048; 10.5059; 11.0052; 11.5031; 12; 12.497; 12.9948; 13.4942; 13.9952; 14.4977; 15.0009; 15.504; 16.0059; 16.506; 17.0043; 17.5008; 17.9964; 18.4915; 18.9864; 19.4799; 19.9693; 20.4498; 20.9139; 21.3522; 21.7532; 22.1045; 22.3938; 22.6096; 
1.5885; 1.62624; 1.73819; 1.92064; 2.16774; 2.47208; 2.82522; 3.21841; 3.64315; 4.09171; 4.55749; 5.0352; 5.52085; 6.01166; 6.50581; 7.00222; 7.50021; 7.99938; 8.49939; 8.99992; 9.50063; 10.0012; 10.5015; 11.0013; 11.5008; 12; 12.4993; 12.9987; 13.4986; 13.9988; 14.4994; 15.0001; 15.5007; 16.0007; 16.4998; 16.9978; 17.4942; 17.9884; 18.4792; 18.9649; 19.4426; 19.9083; 20.3569; 20.7816; 21.1748; 21.528; 21.8323; 22.0794; 22.2618; 
1.90999; 1.94288; 2.04068; 2.20083; 2.41928; 2.69078; 3.00926; 3.36817; 3.76094; 4.18124; 4.62332; 5.08214; 5.55348; 6.03398; 6.52099; 7.01256; 7.50726; 8.00406; 8.50226; 9.00132; 9.50089; 10.0007; 10.5006; 11.0004; 11.5003; 12; 12.4998; 12.9996; 13.4995; 13.9994; 14.4992; 14.9987; 15.4978; 15.996; 16.4928; 16.9875; 17.4791; 17.9661; 18.4466; 18.9179; 19.3767; 19.8188; 20.2391; 20.6319; 20.9908; 21.3093; 21.5808; 21.7992; 21.9593; 
2.19411; 2.22358; 2.31136; 2.45557; 2.65324; 2.90044; 3.19254; 3.52446; 3.89093; 4.2867; 4.70681; 5.14667; 5.60223; 6.06999; 6.54705; 7.03104; 7.5201; 8.01277; 8.50798; 9.00492; 9.50301; 10.0018; 10.5011; 11.0006; 11.5003; 12; 12.4998; 12.9994; 13.499; 13.9982; 14.4971; 14.9951; 15.4921; 15.9873; 16.48; 16.969; 17.453; 17.9301; 18.3978; 18.8534; 19.2932; 19.7133; 20.1091; 20.4756; 20.8075; 21.0996; 21.3468; 21.5444; 21.6887; 
2.45117; 2.47809; 2.55836; 2.69056; 2.87237; 3.10072; 3.37196; 3.68201; 4.02651; 4.40108; 4.80139; 5.22335; 5.66318; 6.11752; 6.5834; 7.05831; 7.54016; 8.02725; 8.5182; 9.01198; 9.50775; 10.0049; 10.503; 11.0017; 11.5008; 12; 12.4993; 12.9983; 13.497; 13.9951; 14.4923; 14.9881; 15.4819; 15.9728; 16.4599; 16.9417; 17.4167; 17.8825; 18.3369; 18.7767; 19.1987; 19.599; 19.9735; 20.318; 20.6281; 20.8993; 21.1277; 21.3095; 21.4416; 
2.6876; 2.71253; 2.78694; 2.90968; 3.0789; 3.29212; 3.54637; 3.83826; 4.16415; 4.52029; 4.90292; 5.30837; 5.73321; 6.17423; 6.62856; 7.09369; 7.5674; 8.04787; 8.53354; 9.02316; 9.51573; 10.0104; 10.5067; 11.0039; 11.5018; 12; 12.4982; 12.9961; 13.4934; 13.9896; 14.4843; 14.9769; 15.4665; 15.9522; 16.4327; 16.9064; 17.3715; 17.8258; 18.2668; 18.6917; 19.0971; 19.4798; 19.8359; 20.1618; 20.4537; 20.7079; 20.9211; 21.0903; 21.2131; 
2.90768; 2.93101; 3.00067; 3.11572; 3.27464; 3.47538; 3.71544; 3.99198; 4.30188; 4.6419; 5.00874; 5.39912; 5.80989; 6.2381; 6.68098; 7.13608; 7.60118; 8.07437; 8.554; 9.03867; 9.52724; 10.0187; 10.5124; 11.0075; 11.5035; 12; 12.4965; 12.9926; 13.4877; 13.9813; 14.4728; 14.9614; 15.4461; 15.9257; 16.3989; 16.864; 17.3191; 17.762; 18.1902; 18.6009; 18.9913; 19.3581; 19.6982; 20.0081; 20.2846; 20.5246; 20.7254; 20.8843; 20.9993; 
3.11439; 3.13638; 3.2021; 3.31075; 3.46105; 3.65126; 3.87926; 4.14259; 4.43859; 4.7644; 5.11709; 5.49372; 5.89144; 6.30748; 6.73925; 7.18437; 7.64066; 8.10619; 8.57926; 9.05837; 9.54226; 10.0298; 10.5202; 11.0124; 11.5059; 12; 12.4941; 12.9876; 13.4799; 13.9702; 14.4578; 14.9417; 15.4208; 15.8939; 16.3594; 16.8157; 17.2608; 17.6926; 18.1086; 18.5063; 18.883; 19.2356; 19.5614; 19.8574; 20.1208; 20.3488; 20.539; 20.6893; 20.7979; 
