0; 0.5; 1; 1.5; 2; 2.5; 3; 3.5; 4; 4.5; 5; 5.5; 6; 6.5; 7; 7.5; 8; 8.5; 9; 9.5; 10; 10.5; 11; 11.5; 12; 12.5; 13; 13.5; 14; 14.5; 15; 15.5; 16; 16.5; 17; 17.5; 18; 18.5; 19; 19.5; 20; 20.5; 21; 21.5; 22; 22.5; 23; 23.5; 24; 
7.83494; 7.83494; 7.85358; 7.89078; 7.94636; 8.02008; 8.1116; 8.2205; 8.34629; 8.4884; 8.64619; 8.81895; 9.00589; 9.20618; 9.41892; 9.64315; 9.87787; 10.122; 10.3745; 10.6343; 10.9001; 11.1707; 11.4451; 11.7219; 12; 12.2781; 12.5549; 12.8293; 13.0999; 13.3657; 13.6255; 13.878; 14.1221; 14.3569; 14.5811; 14.7938; 14.9941; 15.1811; 15.3538; 15.5116; 15.6537; 15.7795; 15.8884; 15.9799; 16.0536; 16.1092; 16.1464; 16.1651; 16.1651; 
7.91822; 7.91822; 7.93648; 7.97293; 8.02738; 8.09961; 8.18927; 8.29597; 8.41922; 8.55847; 8.71308; 8.88236; 9.06555; 9.26183; 9.4703; 9.69005; 9.92008; 10.1594; 10.4068; 10.6614; 10.9219; 11.1872; 11.4561; 11.7275; 12; 12.2725; 12.5439; 12.8128; 13.0781; 13.3386; 13.5932; 13.8406; 14.0799; 14.31; 14.5297; 14.7382; 14.9344; 15.1176; 15.2869; 15.4415; 15.5808; 15.704; 15.8107; 15.9004; 15.9726; 16.0271; 16.0635; 16.0818; 16.0818; 
7.99982; 7.99982; 8.01771; 8.05341; 8.10677; 8.17754; 8.26539; 8.36994; 8.4907; 8.62715; 8.77865; 8.94453; 9.12404; 9.31638; 9.52068; 9.73603; 9.96147; 10.196; 10.4385; 10.688; 10.9433; 11.2034; 11.4669; 11.7329; 12; 12.2671; 12.5331; 12.7966; 13.0567; 13.312; 13.5615; 13.804; 14.0385; 14.264; 14.4793; 14.6836; 14.876; 15.0555; 15.2214; 15.3729; 15.5093; 15.6301; 15.7346; 15.8225; 15.8932; 15.9466; 15.9823; 16.0002; 16.0002; 
8.07976; 8.07976; 8.09729; 8.13228; 8.18456; 8.25389; 8.33998; 8.44242; 8.56075; 8.69445; 8.84291; 9.00546; 9.18137; 9.36986; 9.57007; 9.78112; 10.0021; 10.2319; 10.4696; 10.7141; 10.9644; 11.2192; 11.4775; 11.7382; 12; 12.2618; 12.5225; 12.7808; 13.0356; 13.2859; 13.5304; 13.7681; 13.9979; 14.2189; 14.4299; 14.6301; 14.8186; 14.9945; 15.1571; 15.3055; 15.4392; 15.5576; 15.66; 15.7461; 15.8154; 15.8677; 15.9027; 15.9202; 15.9202; 
8.15809; 8.15809; 8.17527; 8.20955; 8.26078; 8.32872; 8.41307; 8.51345; 8.62941; 8.76042; 8.9059; 9.06519; 9.23757; 9.42229; 9.61849; 9.82532; 10.0418; 10.2671; 10.5001; 10.7397; 10.985; 11.2347; 11.4879; 11.7434; 12; 12.2566; 12.5121; 12.7653; 13.015; 13.2603; 13.4999; 13.7329; 13.9582; 14.1747; 14.3815; 14.5777; 14.7624; 14.9348; 15.0941; 15.2396; 15.3706; 15.4866; 15.5869; 15.6713; 15.7392; 15.7904; 15.8247; 15.8419; 15.8419; 
8.23485; 8.23485; 8.25168; 8.28527; 8.33547; 8.40204; 8.4847; 8.58306; 8.69669; 8.82507; 8.96763; 9.12372; 9.29266; 9.47368; 9.66596; 9.86865; 10.0809; 10.3016; 10.5299; 10.7648; 11.0052; 11.25; 11.4981; 11.7485; 12; 12.2515; 12.5019; 12.75; 12.9948; 13.2352; 13.4701; 13.6984; 13.9191; 14.1313; 14.334; 14.5263; 14.7073; 14.8763; 15.0324; 15.1749; 15.3033; 15.4169; 15.5153; 15.598; 15.6645; 15.7147; 15.7483; 15.7651; 15.7651; 
8.31007; 8.31007; 8.32656; 8.35947; 8.40866; 8.4739; 8.55489; 8.65128; 8.76262; 8.88843; 9.02813; 9.1811; 9.34665; 9.52405; 9.71249; 9.91113; 10.1191; 10.3354; 10.5592; 10.7894; 11.025; 11.2649; 11.5081; 11.7535; 12; 12.2465; 12.4919; 12.7351; 12.975; 13.2106; 13.4408; 13.6646; 13.8809; 14.0889; 14.2875; 14.476; 14.6533; 14.8189; 14.9719; 15.1116; 15.2374; 15.3487; 15.4451; 15.5261; 15.5913; 15.6405; 15.6734; 15.6899; 15.6899; 
8.38377; 8.38377; 8.39993; 8.43218; 8.48038; 8.54431; 8.62368; 8.71813; 8.82724; 8.95053; 9.08743; 9.23734; 9.39958; 9.57342; 9.7581; 9.95277; 10.1566; 10.3686; 10.5879; 10.8135; 11.0444; 11.2796; 11.5179; 11.7584; 12; 12.2416; 12.4821; 12.7204; 12.9556; 13.1865; 13.4121; 13.6314; 13.8434; 14.0472; 14.2419; 14.4266; 14.6004; 14.7627; 14.9126; 15.0495; 15.1728; 15.2819; 15.3763; 15.4557; 15.5196; 15.5678; 15.6001; 15.6162; 15.6162; 
8.45599; 8.45599; 8.47183; 8.50344; 8.55067; 8.61331; 8.69109; 8.78365; 8.89057; 9.01139; 9.14555; 9.29246; 9.45145; 9.62182; 9.80281; 9.99359; 10.1933; 10.4011; 10.6161; 10.8372; 11.0634; 11.2939; 11.5275; 11.7632; 12; 12.2368; 12.4725; 12.7061; 12.9366; 13.1628; 13.3839; 13.5989; 13.8067; 14.0064; 14.1972; 14.3782; 14.5485; 14.7075; 14.8544; 14.9886; 15.1094; 15.2164; 15.3089; 15.3867; 15.4493; 15.4966; 15.5282; 15.544; 15.544; 
8.52677; 8.52677; 8.54229; 8.57326; 8.61954; 8.68093; 8.75715; 8.84785; 8.95264; 9.07103; 9.20251; 9.34648; 9.50229; 9.66926; 9.84663; 10.0336; 10.2294; 10.433; 10.6436; 10.8603; 11.0821; 11.308; 11.5369; 11.7679; 12; 12.2321; 12.4631; 12.692; 12.9179; 13.1397; 13.3564; 13.567; 13.7706; 13.9664; 14.1534; 14.3307; 14.4977; 14.6535; 14.7975; 14.929; 15.0474; 15.1521; 15.2429; 15.3191; 15.3805; 15.4267; 15.4577; 15.4732; 15.4732; 
8.59612; 8.59612; 8.61133; 8.64168; 8.68704; 8.7472; 8.82189; 8.91078; 9.01347; 9.12949; 9.25834; 9.39943; 9.55213; 9.71575; 9.88958; 10.0728; 10.2647; 10.4642; 10.6707; 10.8831; 11.1004; 11.3218; 11.5462; 11.7726; 12; 12.2274; 12.4538; 12.6782; 12.8996; 13.1169; 13.3293; 13.5358; 13.7353; 13.9272; 14.1104; 14.2842; 14.4479; 14.6006; 14.7417; 14.8705; 14.9865; 15.0892; 15.1781; 15.2528; 15.313; 15.3583; 15.3887; 15.4039; 15.4039; 
8.66409; 8.66409; 8.67899; 8.70874; 8.75319; 8.81214; 8.88534; 8.97244; 9.07308; 9.18678; 9.31305; 9.45132; 9.60097; 9.76132; 9.93168; 10.1113; 10.2993; 10.4949; 10.6972; 10.9053; 11.1183; 11.3353; 11.5552; 11.7771; 12; 12.2229; 12.4448; 12.6647; 12.8817; 13.0947; 13.3028; 13.5051; 13.7007; 13.8887; 14.0683; 14.2387; 14.399; 14.5487; 14.6869; 14.8132; 14.9269; 15.0276; 15.1147; 15.1879; 15.2468; 15.2913; 15.321; 15.3359; 15.3359; 
8.7307; 8.7307; 8.7453; 8.77445; 8.81801; 8.87578; 8.94751; 9.03288; 9.1315; 9.24293; 9.36667; 9.50218; 9.64883; 9.80599; 9.97294; 10.1489; 10.3332; 10.5249; 10.7232; 10.9272; 11.1359; 11.3485; 11.5641; 11.7816; 12; 12.2184; 12.4359; 12.6515; 12.8641; 13.0728; 13.2768; 13.4751; 13.6668; 13.8511; 14.0271; 14.194; 14.3512; 14.4978; 14.6333; 14.7571; 14.8685; 14.9671; 15.0525; 15.1242; 15.182; 15.2255; 15.2547; 15.2693; 15.2693; 
8.79597; 8.79597; 8.81028; 8.83885; 8.88153; 8.93815; 9.00845; 9.09211; 9.18875; 9.29796; 9.41923; 9.55202; 9.69575; 9.84976; 10.0134; 10.1859; 10.3664; 10.5543; 10.7486; 10.9486; 11.1532; 11.3615; 11.5728; 11.7859; 12; 12.2141; 12.4272; 12.6385; 12.8468; 13.0514; 13.2514; 13.4457; 13.6336; 13.8141; 13.9866; 14.1502; 14.3043; 14.448; 14.5808; 14.702; 14.8112; 14.9079; 14.9916; 15.0618; 15.1185; 15.1612; 15.1897; 15.204; 15.204; 
8.85994; 8.85994; 8.87396; 8.90196; 8.94379; 8.99928; 9.06817; 9.15015; 9.24487; 9.35189; 9.47073; 9.60088; 9.74173; 9.89267; 10.053; 10.2221; 10.399; 10.5832; 10.7736; 10.9695; 11.17; 11.3743; 11.5813; 11.7902; 12; 12.2098; 12.4187; 12.6257; 12.83; 13.0305; 13.2264; 13.4168; 13.601; 13.7779; 13.947; 14.1073; 14.2583; 14.3991; 14.5293; 14.6481; 14.7551; 14.8498; 14.9318; 15.0007; 15.0562; 15.098; 15.126; 15.1401; 15.1401; 
8.92262; 8.92262; 8.93637; 8.96381; 9.0048; 9.05918; 9.12669; 9.20704; 9.29986; 9.40474; 9.52121; 9.64875; 9.78679; 9.93472; 10.0919; 10.2575; 10.431; 10.6114; 10.7981; 10.9901; 11.1866; 11.3868; 11.5896; 11.7944; 12; 12.2056; 12.4104; 12.6132; 12.8134; 13.0099; 13.2019; 13.3886; 13.569; 13.7425; 13.9081; 14.0653; 14.2132; 14.3512; 14.4788; 14.5953; 14.7001; 14.793; 14.8733; 14.9408; 14.9952; 15.0362; 15.0636; 15.0774; 15.0774; 
8.98406; 8.98406; 8.99753; 9.02442; 9.06459; 9.11788; 9.18405; 9.26279; 9.35375; 9.45654; 9.57068; 9.69568; 9.83096; 9.97593; 10.1299; 10.2923; 10.4623; 10.6391; 10.822; 11.0102; 11.2028; 11.399; 11.5978; 11.7985; 12; 12.2015; 12.4022; 12.601; 12.7972; 12.9898; 13.178; 13.3609; 13.5377; 13.7077; 13.8701; 14.0241; 14.169; 14.3043; 14.4293; 14.5435; 14.6462; 14.7372; 14.816; 14.8821; 14.9354; 14.9756; 15.0025; 15.0159; 15.0159; 
9.04427; 9.04427; 9.05747; 9.08382; 9.12319; 9.17541; 9.24026; 9.31742; 9.40657; 9.5073; 9.61917; 9.74167; 9.87425; 10.0163; 10.1673; 10.3264; 10.493; 10.6663; 10.8456; 11.03; 11.2187; 11.411; 11.6059; 11.8025; 12; 12.1975; 12.3941; 12.589; 12.7813; 12.97; 13.1544; 13.3337; 13.507; 13.6736; 13.8327; 13.9837; 14.1258; 14.2583; 14.3808; 14.4927; 14.5934; 14.6826; 14.7597; 14.8246; 14.8768; 14.9162; 14.9425; 14.9557; 14.9557; 
9.10327; 9.10327; 9.11621; 9.14203; 9.18062; 9.2318; 9.29534; 9.37097; 9.45834; 9.55706; 9.66669; 9.78674; 9.91667; 10.0559; 10.2038; 10.3598; 10.523; 10.6929; 10.8686; 11.0493; 11.2343; 11.4227; 11.6137; 11.8064; 12; 12.1936; 12.3863; 12.5773; 12.7657; 12.9507; 13.1314; 13.3071; 13.477; 13.6402; 13.7962; 13.9441; 14.0833; 14.2133; 14.3333; 14.4429; 14.5417; 14.629; 14.7047; 14.7682; 14.8194; 14.858; 14.8838; 14.8967; 14.8967; 
9.16109; 9.16109; 9.17377; 9.19908; 9.2369; 9.28705; 9.34933; 9.42344; 9.50907; 9.60581; 9.71326; 9.83091; 9.95825; 10.0947; 10.2397; 10.3925; 10.5525; 10.719; 10.8912; 11.0683; 11.2496; 11.4342; 11.6214; 11.8103; 12; 12.1897; 12.3786; 12.5658; 12.7504; 12.9317; 13.1088; 13.281; 13.4475; 13.6075; 13.7603; 13.9053; 14.0418; 14.1691; 14.2867; 14.3942; 14.4909; 14.5766; 14.6507; 14.7129; 14.7631; 14.8009; 14.8262; 14.8389; 14.8389; 
9.21776; 9.21776; 9.23019; 9.25499; 9.29205; 9.34121; 9.40224; 9.47487; 9.55879; 9.6536; 9.7589; 9.8742; 9.999; 10.1327; 10.2748; 10.4246; 10.5814; 10.7445; 10.9133; 11.0869; 11.2646; 11.4455; 11.629; 11.8141; 12; 12.1859; 12.371; 12.5545; 12.7354; 12.9131; 13.0867; 13.2555; 13.4186; 13.5754; 13.7252; 13.8673; 14.001; 14.1258; 14.2411; 14.3464; 14.4412; 14.5251; 14.5978; 14.6588; 14.7079; 14.745; 14.7698; 14.7822; 14.7822; 
9.2733; 9.2733; 9.28548; 9.30978; 9.3461; 9.39428; 9.45409; 9.52527; 9.60751; 9.70043; 9.80363; 9.91663; 10.0389; 10.17; 10.3092; 10.456; 10.6097; 10.7696; 10.935; 11.1051; 11.2792; 11.4566; 11.6364; 11.8178; 12; 12.1822; 12.3636; 12.5434; 12.7208; 12.8949; 13.065; 13.2304; 13.3903; 13.544; 13.6908; 13.83; 13.9611; 14.0834; 14.1964; 14.2996; 14.3925; 14.4747; 14.5459; 14.6057; 14.6539; 14.6902; 14.7145; 14.7267; 14.7267; 
9.32773; 9.32773; 9.33966; 9.36348; 9.39908; 9.44629; 9.50491; 9.57467; 9.65526; 9.74633; 9.84746; 9.95821; 10.0781; 10.2065; 10.343; 10.4868; 10.6374; 10.7941; 10.9562; 11.123; 11.2936; 11.4674; 11.6436; 11.8214; 12; 12.1786; 12.3564; 12.5326; 12.7064; 12.877; 13.0438; 13.2059; 13.3626; 13.5132; 13.657; 13.7935; 13.9219; 14.0418; 14.1525; 14.2537; 14.3447; 14.4253; 14.4951; 14.5537; 14.6009; 14.6365; 14.6603; 14.6723; 14.6723; 
9.38107; 9.38107; 9.39277; 9.41611; 9.45099; 9.49726; 9.55471; 9.62308; 9.70206; 9.79131; 9.89043; 9.99896; 10.1164; 10.2423; 10.376; 10.517; 10.6646; 10.8182; 10.9771; 11.1405; 11.3077; 11.4781; 11.6507; 11.825; 12; 12.175; 12.3493; 12.5219; 12.6923; 12.8595; 13.0229; 13.1818; 13.3354; 13.483; 13.624; 13.7577; 13.8836; 14.001; 14.1096; 14.2087; 14.2979; 14.3769; 14.4453; 14.5027; 14.549; 14.5839; 14.6072; 14.6189; 14.6189; 
9.43335; 9.43335; 9.44481; 9.46769; 9.50187; 9.54722; 9.60352; 9.67052; 9.74793; 9.8354; 9.93253; 10.0389; 10.154; 10.2774; 10.4085; 10.5466; 10.6913; 10.8418; 10.9975; 11.1576; 11.3215; 11.4885; 11.6577; 11.8285; 12; 12.1715; 12.3423; 12.5115; 12.6785; 12.8424; 13.0025; 13.1582; 13.3087; 13.4534; 13.5915; 13.7226; 13.846; 13.9611; 14.0675; 14.1646; 14.2521; 14.3295; 14.3965; 14.4528; 14.4981; 14.5323; 14.5552; 14.5667; 14.5667; 
9.48458; 9.48458; 9.49581; 9.51823; 9.55174; 9.59618; 9.65135; 9.71702; 9.79288; 9.8786; 9.9738; 10.078; 10.1909; 10.3118; 10.4402; 10.5756; 10.7174; 10.8649; 11.0175; 11.1744; 11.3351; 11.4987; 11.6645; 11.8319; 12; 12.1681; 12.3355; 12.5013; 12.6649; 12.8256; 12.9825; 13.1351; 13.2826; 13.4244; 13.5598; 13.6882; 13.8091; 13.922; 14.0262; 14.1214; 14.2071; 14.283; 14.3486; 14.4038; 14.4483; 14.4818; 14.5042; 14.5154; 14.5154; 
9.53479; 9.53479; 9.5458; 9.56777; 9.60061; 9.64416; 9.69823; 9.76259; 9.83693; 9.92094; 10.0142; 10.1164; 10.227; 10.3455; 10.4714; 10.6041; 10.743; 10.8876; 11.0371; 11.1909; 11.3484; 11.5087; 11.6712; 11.8353; 12; 12.1647; 12.3288; 12.4913; 12.6516; 12.8091; 12.9629; 13.1124; 13.257; 13.3959; 13.5286; 13.6545; 13.773; 13.8836; 13.9858; 14.0791; 14.1631; 14.2374; 14.3018; 14.3558; 14.3994; 14.4322; 14.4542; 14.4652; 14.4652; 
9.58399; 9.58399; 9.59478; 9.61632; 9.6485; 9.69118; 9.74417; 9.80724; 9.88011; 9.96244; 10.0539; 10.154; 10.2624; 10.3785; 10.5019; 10.6319; 10.7681; 10.9098; 11.0563; 11.2071; 11.3614; 11.5185; 11.6778; 11.8385; 12; 12.1615; 12.3222; 12.4815; 12.6386; 12.7929; 12.9437; 13.0902; 13.2319; 13.3681; 13.4981; 13.6215; 13.7376; 13.846; 13.9461; 14.0376; 14.1199; 14.1928; 14.2558; 14.3088; 14.3515; 14.3837; 14.4052; 14.416; 14.416; 
9.63222; 9.63222; 9.64279; 9.6639; 9.69543; 9.73726; 9.7892; 9.85101; 9.92242; 10.0031; 10.0927; 10.1908; 10.297; 10.4109; 10.5318; 10.6592; 10.7927; 10.9315; 11.0751; 11.2229; 11.3741; 11.5281; 11.6842; 11.8418; 12; 12.1582; 12.3158; 12.4719; 12.6259; 12.7771; 12.9249; 13.0685; 13.2073; 13.3408; 13.4682; 13.5891; 13.703; 13.8092; 13.9073; 13.9969; 14.0776; 14.149; 14.2108; 14.2627; 14.3046; 14.3361; 14.3572; 14.3678; 14.3678; 
9.67948; 9.67948; 9.68984; 9.71052; 9.74143; 9.78243; 9.83333; 9.8939; 9.96389; 10.043; 10.1308; 10.2269; 10.331; 10.4426; 10.5611; 10.686; 10.8168; 10.9528; 11.0936; 11.2384; 11.3866; 11.5375; 11.6905; 11.8449; 12; 12.1551; 12.3095; 12.4625; 12.6134; 12.7616; 12.9064; 13.0472; 13.1832; 13.314; 13.4389; 13.5574; 13.669; 13.7731; 13.8692; 13.957; 14.0361; 14.1061; 14.1667; 14.2176; 14.2586; 14.2895; 14.3102; 14.3205; 14.3205; 
9.7258; 9.7258; 9.73595; 9.75622; 9.78651; 9.82669; 9.87657; 9.93594; 10.0045; 10.082; 10.1681; 10.2623; 10.3643; 10.4737; 10.5898; 10.7122; 10.8404; 10.9737; 11.1117; 11.2536; 11.3988; 11.5468; 11.6967; 11.848; 12; 12.152; 12.3033; 12.4532; 12.6012; 12.7464; 12.8883; 13.0263; 13.1596; 13.2878; 13.4102; 13.5263; 13.6357; 13.7377; 13.8319; 13.918; 13.9955; 14.0641; 14.1234; 14.1733; 14.2135; 14.2438; 14.264; 14.2742; 14.2742; 
9.77119; 9.77119; 9.78114; 9.80101; 9.83069; 9.87007; 9.91896; 9.97714; 10.0444; 10.1203; 10.2047; 10.297; 10.397; 10.5041; 10.6179; 10.7379; 10.8635; 10.9942; 11.1294; 11.2685; 11.4108; 11.5558; 11.7028; 11.8511; 12; 12.1489; 12.2972; 12.4442; 12.5892; 12.7315; 12.8706; 13.0058; 13.1365; 13.2621; 13.3821; 13.4959; 13.603; 13.703; 13.7953; 13.8797; 13.9556; 14.0229; 14.081; 14.1299; 14.1693; 14.199; 14.2189; 14.2288; 14.2288; 
9.81568; 9.81568; 9.82543; 9.8449; 9.87399; 9.91258; 9.96049; 10.0175; 10.0834; 10.1578; 10.2405; 10.331; 10.429; 10.534; 10.6455; 10.7631; 10.8862; 11.0143; 11.1468; 11.2831; 11.4226; 11.5647; 11.7087; 11.854; 12; 12.146; 12.2913; 12.4353; 12.5774; 12.7169; 12.8532; 12.9857; 13.1138; 13.2369; 13.3545; 13.466; 13.571; 13.669; 13.7595; 13.8422; 13.9166; 13.9825; 14.0395; 14.0874; 14.126; 14.1551; 14.1746; 14.1843; 14.1843; 
9.85927; 9.85927; 9.86884; 9.88792; 9.91643; 9.95425; 10.0012; 10.0571; 10.1216; 10.1946; 10.2756; 10.3643; 10.4603; 10.5632; 10.6726; 10.7878; 10.9084; 11.034; 11.1638; 11.2974; 11.4341; 11.5734; 11.7145; 11.8569; 12; 12.1431; 12.2855; 12.4266; 12.5659; 12.7026; 12.8362; 12.966; 13.0916; 13.2122; 13.3274; 13.4368; 13.5397; 13.6357; 13.7244; 13.8054; 13.8784; 13.9429; 13.9988; 14.0458; 14.0836; 14.1121; 14.1312; 14.1407; 14.1407; 
9.902; 9.902; 9.91137; 9.93007; 9.95802; 9.99508; 10.0411; 10.0959; 10.1591; 10.2306; 10.31; 10.397; 10.4911; 10.5919; 10.699; 10.812; 10.9302; 11.0533; 11.1805; 11.3114; 11.4454; 11.5819; 11.7202; 11.8598; 12; 12.1402; 12.2798; 12.4181; 12.5546; 12.6886; 12.8195; 12.9467; 13.0698; 13.188; 13.301; 13.4081; 13.5089; 13.603; 13.69; 13.7694; 13.8409; 13.9041; 13.9589; 14.0049; 14.042; 14.0699; 14.0886; 14.098; 14.098; 
9.94388; 9.94388; 9.95306; 9.97139; 9.99877; 10.0351; 10.0802; 10.1339; 10.1959; 10.2659; 10.3438; 10.429; 10.5212; 10.62; 10.725; 10.8357; 10.9516; 11.0722; 11.1969; 11.3252; 11.4565; 11.5902; 11.7258; 11.8626; 12; 12.1374; 12.2742; 12.4098; 12.5435; 12.6748; 12.8031; 12.9278; 13.0484; 13.1643; 13.275; 13.38; 13.4788; 13.571; 13.6562; 13.7341; 13.8041; 13.8661; 13.9198; 13.9649; 14.0012; 14.0286; 14.0469; 14.0561; 14.0561; 
9.98492; 9.98492; 9.99392; 10.0119; 10.0387; 10.0743; 10.1185; 10.1711; 10.2319; 10.3006; 10.3768; 10.4603; 10.5507; 10.6476; 10.7505; 10.8589; 10.9725; 11.0907; 11.2129; 11.3386; 11.4673; 11.5984; 11.7313; 11.8653; 12; 12.1347; 12.2687; 12.4016; 12.5327; 12.6614; 12.7871; 12.9093; 13.0275; 13.1411; 13.2495; 13.3524; 13.4493; 13.5397; 13.6232; 13.6994; 13.7681; 13.8289; 13.8815; 13.9257; 13.9613; 13.9881; 14.0061; 14.0151; 14.0151; 
10.0251; 10.0251; 10.034; 10.0516; 10.0779; 10.1128; 10.1561; 10.2076; 10.2672; 10.3345; 10.4092; 10.4911; 10.5796; 10.6746; 10.7754; 10.8817; 10.993; 11.1088; 11.2286; 11.3518; 11.478; 11.6064; 11.7366; 11.868; 12; 12.132; 12.2634; 12.3936; 12.522; 12.6482; 12.7714; 12.8912; 13.007; 13.1183; 13.2246; 13.3254; 13.4204; 13.5089; 13.5908; 13.6655; 13.7328; 13.7924; 13.8439; 13.8872; 13.9221; 13.9484; 13.966; 13.9749; 13.9749; 
10.0646; 10.0646; 10.0732; 10.0905; 10.1162; 10.1504; 10.1929; 10.2434; 10.3018; 10.3677; 10.441; 10.5212; 10.608; 10.701; 10.7998; 10.904; 11.0131; 11.1266; 11.244; 11.3648; 11.4884; 11.6143; 11.7419; 11.8707; 12; 12.1293; 12.2581; 12.3857; 12.5116; 12.6352; 12.756; 12.8734; 12.9869; 13.096; 13.2002; 13.299; 13.392; 13.4788; 13.559; 13.6323; 13.6982; 13.7566; 13.8071; 13.8496; 13.8838; 13.9095; 13.9268; 13.9354; 13.9354; 
10.1032; 10.1032; 10.1117; 10.1286; 10.1538; 10.1873; 10.2289; 10.2785; 10.3357; 10.4003; 10.4721; 10.5507; 10.6358; 10.7269; 10.8238; 10.9259; 11.0328; 11.144; 11.2591; 11.3775; 11.4986; 11.622; 11.747; 11.8732; 12; 12.1268; 12.253; 12.378; 12.5014; 12.6225; 12.7409; 12.856; 12.9672; 13.0741; 13.1762; 13.2731; 13.3642; 13.4493; 13.5279; 13.5997; 13.6643; 13.7215; 13.7711; 13.8127; 13.8462; 13.8714; 13.8883; 13.8968; 13.8968; 
10.141; 10.141; 10.1493; 10.1659; 10.1907; 10.2235; 10.2643; 10.3128; 10.3689; 10.4322; 10.5026; 10.5796; 10.663; 10.7523; 10.8473; 10.9473; 11.0521; 11.1611; 11.2739; 11.3899; 11.5086; 11.6295; 11.7521; 11.8758; 12; 12.1242; 12.2479; 12.3705; 12.4914; 12.6101; 12.7261; 12.8389; 12.9479; 13.0527; 13.1527; 13.2477; 13.337; 13.4204; 13.4974; 13.5678; 13.6311; 13.6872; 13.7357; 13.7765; 13.8093; 13.8341; 13.8507; 13.859; 13.859; 
10.1782; 10.1782; 10.1863; 10.2025; 10.2268; 10.259; 10.2989; 10.3465; 10.4014; 10.4635; 10.5325; 10.608; 10.6897; 10.7773; 10.8703; 10.9684; 11.071; 11.1779; 11.2884; 11.4021; 11.5184; 11.6369; 11.757; 11.8782; 12; 12.1218; 12.243; 12.3631; 12.4816; 12.5979; 12.7116; 12.8221; 12.929; 13.0316; 13.1297; 13.2227; 13.3103; 13.392; 13.4675; 13.5365; 13.5986; 13.6535; 13.7011; 13.741; 13.7732; 13.7975; 13.8137; 13.8218; 13.8218; 
10.2145; 10.2145; 10.2225; 10.2384; 10.2622; 10.2937; 10.3329; 10.3795; 10.4333; 10.4942; 10.5618; 10.6357; 10.7158; 10.8017; 10.8928; 10.9889; 11.0896; 11.1943; 11.3026; 11.414; 11.528; 11.6442; 11.7619; 11.8807; 12; 12.1193; 12.2381; 12.3558; 12.472; 12.586; 12.6974; 12.8057; 12.9104; 13.0111; 13.1072; 13.1983; 13.2842; 13.3643; 13.4382; 13.5058; 13.5667; 13.6205; 13.6671; 13.7063; 13.7378; 13.7616; 13.7775; 13.7855; 13.7855; 
10.2502; 10.2502; 10.258; 10.2736; 10.2969; 10.3278; 10.3662; 10.4118; 10.4646; 10.5242; 10.5905; 10.663; 10.7415; 10.8256; 10.9149; 11.0091; 11.1078; 11.2104; 11.3165; 11.4257; 11.5374; 11.6513; 11.7666; 11.8831; 12; 12.1169; 12.2334; 12.3487; 12.4626; 12.5743; 12.6835; 12.7896; 12.8922; 12.9909; 13.0851; 13.1744; 13.2585; 13.337; 13.4095; 13.4758; 13.5354; 13.5882; 13.6338; 13.6722; 13.7031; 13.7264; 13.742; 13.7498; 13.7498; 
10.2851; 10.2851; 10.2927; 10.308; 10.3309; 10.3612; 10.3988; 10.4435; 10.4953; 10.5537; 10.6186; 10.6897; 10.7666; 10.849; 10.9366; 11.0289; 11.1256; 11.2261; 11.3301; 11.4371; 11.5467; 11.6582; 11.7713; 11.8854; 12; 12.1146; 12.2287; 12.3418; 12.4533; 12.5629; 12.6699; 12.7739; 12.8744; 12.9711; 13.0634; 13.151; 13.2334; 13.3103; 13.3814; 13.4463; 13.5047; 13.5565; 13.6012; 13.6388; 13.6691; 13.692; 13.7073; 13.7149; 13.7149; 
10.3193; 10.3193; 10.3268; 10.3418; 10.3642; 10.3939; 10.4307; 10.4746; 10.5253; 10.5826; 10.6462; 10.7158; 10.7912; 10.872; 10.9578; 11.0483; 11.143; 11.2416; 11.3435; 11.4484; 11.5557; 11.665; 11.7759; 11.8877; 12; 12.1123; 12.2241; 12.335; 12.4443; 12.5516; 12.6565; 12.7584; 12.857; 12.9517; 13.0422; 13.128; 13.2088; 13.2842; 13.3538; 13.4174; 13.4747; 13.5254; 13.5693; 13.6061; 13.6358; 13.6582; 13.6732; 13.6807; 13.6807; 
10.3529; 10.3529; 10.3602; 10.3749; 10.3968; 10.4259; 10.4621; 10.5051; 10.5547; 10.6109; 10.6732; 10.7415; 10.8153; 10.8945; 10.9786; 11.0673; 11.1601; 11.2567; 11.3566; 11.4594; 11.5646; 11.6717; 11.7803; 11.8899; 12; 12.1101; 12.2197; 12.3283; 12.4354; 12.5406; 12.6434; 12.7433; 12.8399; 12.9327; 13.0214; 13.1055; 13.1847; 13.2585; 13.3268; 13.3891; 13.4453; 13.4949; 13.5379; 13.5741; 13.6032; 13.6251; 13.6398; 13.6471; 13.6471; 
