0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 
8.66282; 8.66282; 8.725; 8.8482; 9.03012; 9.26737; 9.55552; 9.88919; 10.2622; 10.6675; 11.0976; 11.5446; 12; 12.4554; 12.9024; 13.3325; 13.7378; 14.1108; 14.4445; 14.7326; 14.9699; 15.1518; 15.275; 15.3372; 15.3372; 
8.66636; 8.66636; 8.72848; 8.85155; 9.03328; 9.27027; 9.55811; 9.89143; 10.264; 10.6689; 11.0986; 11.5451; 12; 12.4549; 12.9014; 13.3311; 13.736; 14.1086; 14.4419; 14.7297; 14.9667; 15.1485; 15.2715; 15.3336; 15.3336; 
8.6699; 8.6699; 8.73195; 8.85489; 9.03643; 9.27317; 9.5607; 9.89367; 10.2659; 10.6703; 11.0996; 11.5455; 12; 12.4545; 12.9004; 13.3297; 13.7341; 14.1063; 14.4393; 14.7268; 14.9636; 15.1451; 15.268; 15.3301; 15.3301; 
8.67344; 8.67344; 8.73542; 8.85823; 9.03957; 9.27606; 9.56329; 9.8959; 10.2677; 10.6717; 11.1005; 11.546; 12; 12.454; 12.8995; 13.3283; 13.7323; 14.1041; 14.4367; 14.7239; 14.9604; 15.1418; 15.2646; 15.3266; 15.3266; 
8.67697; 8.67697; 8.73889; 8.86157; 9.04272; 9.27896; 9.56588; 9.89814; 10.2695; 10.6731; 11.1015; 11.5465; 12; 12.4535; 12.8985; 13.3269; 13.7305; 14.1019; 14.4341; 14.721; 14.9573; 15.1384; 15.2611; 15.323; 15.323; 
8.6805; 8.6805; 8.74235; 8.8649; 9.04586; 9.28184; 9.56846; 9.90037; 10.2714; 10.6746; 11.1024; 11.547; 12; 12.453; 12.8976; 13.3254; 13.7286; 14.0996; 14.4315; 14.7182; 14.9541; 15.1351; 15.2576; 15.3195; 15.3195; 
8.68403; 8.68403; 8.74581; 8.86823; 9.04899; 9.28473; 9.57104; 9.9026; 10.2732; 10.676; 11.1034; 11.5475; 12; 12.4525; 12.8966; 13.324; 13.7268; 14.0974; 14.429; 14.7153; 14.951; 15.1318; 15.2542; 15.316; 15.316; 
8.68755; 8.68755; 8.74927; 8.87155; 9.05213; 9.28761; 9.57362; 9.90482; 10.275; 10.6774; 11.1043; 11.548; 12; 12.452; 12.8957; 13.3226; 13.725; 14.0952; 14.4264; 14.7124; 14.9479; 15.1284; 15.2507; 15.3125; 15.3125; 
8.69107; 8.69107; 8.75272; 8.87488; 9.05526; 9.29049; 9.5762; 9.90705; 10.2769; 10.6788; 11.1053; 11.5484; 12; 12.4516; 12.8947; 13.3212; 13.7231; 14.093; 14.4238; 14.7095; 14.9447; 15.1251; 15.2473; 15.3089; 15.3089; 
8.69458; 8.69458; 8.75617; 8.8782; 9.05838; 9.29337; 9.57877; 9.90927; 10.2787; 10.6802; 11.1062; 11.5489; 12; 12.4511; 12.8938; 13.3198; 13.7213; 14.0907; 14.4212; 14.7066; 14.9416; 15.1218; 15.2438; 15.3054; 15.3054; 
8.69809; 8.69809; 8.75961; 8.88151; 9.06151; 9.29624; 9.58134; 9.91149; 10.2805; 10.6816; 11.1072; 11.5494; 12; 12.4506; 12.8928; 13.3184; 13.7195; 14.0885; 14.4187; 14.7038; 14.9385; 15.1185; 15.2404; 15.3019; 15.3019; 
8.7016; 8.7016; 8.76305; 8.88482; 9.06463; 9.29911; 9.58391; 9.9137; 10.2823; 10.683; 11.1081; 11.5499; 12; 12.4501; 12.8919; 13.317; 13.7177; 14.0863; 14.4161; 14.7009; 14.9354; 15.1152; 15.2369; 15.2984; 15.2984; 
8.7051; 8.7051; 8.76649; 8.88813; 9.06774; 9.30198; 9.58647; 9.91592; 10.2842; 10.6844; 11.1091; 11.5503; 12; 12.4497; 12.8909; 13.3156; 13.7158; 14.0841; 14.4135; 14.698; 14.9323; 15.1119; 15.2335; 15.2949; 15.2949; 
8.7086; 8.7086; 8.76993; 8.89143; 9.07086; 9.30485; 9.58904; 9.91813; 10.286; 10.6858; 11.11; 11.5508; 12; 12.4492; 12.89; 13.3142; 13.714; 14.0819; 14.411; 14.6952; 14.9291; 15.1086; 15.2301; 15.2914; 15.2914; 
8.7121; 8.7121; 8.77336; 8.89474; 9.07397; 9.30771; 9.5916; 9.92034; 10.2878; 10.6872; 11.111; 11.5513; 12; 12.4487; 12.889; 13.3128; 13.7122; 14.0797; 14.4084; 14.6923; 14.926; 15.1053; 15.2266; 15.2879; 15.2879; 
8.71559; 8.71559; 8.77678; 8.89803; 9.07707; 9.31057; 9.59415; 9.92255; 10.2896; 10.6886; 11.1119; 11.5518; 12; 12.4482; 12.8881; 13.3114; 13.7104; 14.0775; 14.4058; 14.6894; 14.9229; 15.102; 15.2232; 15.2844; 15.2844; 
8.71908; 8.71908; 8.78021; 8.90133; 9.08018; 9.31342; 9.59671; 9.92475; 10.2914; 10.6899; 11.1128; 11.5523; 12; 12.4477; 12.8872; 13.3101; 13.7086; 14.0752; 14.4033; 14.6866; 14.9198; 15.0987; 15.2198; 15.2809; 15.2809; 
8.72256; 8.72256; 8.78363; 8.90462; 9.08328; 9.31627; 9.59926; 9.92696; 10.2933; 10.6913; 11.1138; 11.5527; 12; 12.4473; 12.8862; 13.3087; 13.7067; 14.073; 14.4007; 14.6837; 14.9167; 15.0954; 15.2164; 15.2774; 15.2774; 
8.72604; 8.72604; 8.78704; 8.90791; 9.08638; 9.31912; 9.60181; 9.92916; 10.2951; 10.6927; 11.1147; 11.5532; 12; 12.4468; 12.8853; 13.3073; 13.7049; 14.0708; 14.3982; 14.6809; 14.9136; 15.0921; 15.213; 15.274; 15.274; 
8.72952; 8.72952; 8.79045; 8.91119; 9.08947; 9.32197; 9.60435; 9.93135; 10.2969; 10.6941; 11.1157; 11.5537; 12; 12.4463; 12.8843; 13.3059; 13.7031; 14.0686; 14.3956; 14.678; 14.9105; 15.0888; 15.2095; 15.2705; 15.2705; 
8.73299; 8.73299; 8.79386; 8.91447; 9.09256; 9.32481; 9.6069; 9.93355; 10.2987; 10.6955; 11.1166; 11.5542; 12; 12.4458; 12.8834; 13.3045; 13.7013; 14.0665; 14.3931; 14.6752; 14.9074; 15.0855; 15.2061; 15.267; 15.267; 
8.73646; 8.73646; 8.79727; 8.91775; 9.09565; 9.32765; 9.60944; 9.93574; 10.3005; 10.6969; 11.1175; 11.5546; 12; 12.4454; 12.8825; 13.3031; 13.6995; 14.0643; 14.3906; 14.6723; 14.9044; 15.0823; 15.2027; 15.2635; 15.2635; 
8.73993; 8.73993; 8.80067; 8.92102; 9.09873; 9.33049; 9.61197; 9.93793; 10.3023; 10.6983; 11.1185; 11.5551; 12; 12.4449; 12.8815; 13.3017; 13.6977; 14.0621; 14.388; 14.6695; 14.9013; 15.079; 15.1993; 15.2601; 15.2601; 
8.74339; 8.74339; 8.80407; 8.92429; 9.10181; 9.33333; 9.61451; 9.94012; 10.3041; 10.6996; 11.1194; 11.5556; 12; 12.4444; 12.8806; 13.3004; 13.6959; 14.0599; 14.3855; 14.6667; 14.8982; 15.0757; 15.1959; 15.2566; 15.2566; 
8.74685; 8.74685; 8.80746; 8.92755; 9.10489; 9.33616; 9.61704; 9.94231; 10.3059; 10.701; 11.1203; 11.556; 12; 12.444; 12.8797; 13.299; 13.6941; 14.0577; 14.383; 14.6638; 14.8951; 15.0724; 15.1925; 15.2532; 15.2532; 
8.7503; 8.7503; 8.81085; 8.93082; 9.10796; 9.33898; 9.61957; 9.94449; 10.3077; 10.7024; 11.1213; 11.5565; 12; 12.4435; 12.8787; 13.2976; 13.6923; 14.0555; 14.3804; 14.661; 14.892; 15.0692; 15.1891; 15.2497; 15.2497; 
8.75375; 8.75375; 8.81424; 8.93408; 9.11103; 9.34181; 9.6221; 9.94668; 10.3095; 10.7038; 11.1222; 11.557; 12; 12.443; 12.8778; 13.2962; 13.6905; 14.0533; 14.3779; 14.6582; 14.889; 15.0659; 15.1858; 15.2462; 15.2462; 
8.7572; 8.7572; 8.81762; 8.93733; 9.1141; 9.34463; 9.62462; 9.94886; 10.3113; 10.7052; 11.1231; 11.5575; 12; 12.4425; 12.8769; 13.2948; 13.6887; 14.0511; 14.3754; 14.6554; 14.8859; 15.0627; 15.1824; 15.2428; 15.2428; 
8.76065; 8.76065; 8.821; 8.94058; 9.11717; 9.34745; 9.62715; 9.95103; 10.3131; 10.7065; 11.1241; 11.5579; 12; 12.4421; 12.8759; 13.2935; 13.6869; 14.049; 14.3729; 14.6525; 14.8828; 15.0594; 15.179; 15.2394; 15.2394; 
8.76409; 8.76409; 8.82438; 8.94383; 9.12023; 9.35027; 9.62966; 9.95321; 10.3149; 10.7079; 11.125; 11.5584; 12; 12.4416; 12.875; 13.2921; 13.6851; 14.0468; 14.3703; 14.6497; 14.8798; 15.0562; 15.1756; 15.2359; 15.2359; 
8.76752; 8.76752; 8.82775; 8.94708; 9.12329; 9.35308; 9.63218; 9.95538; 10.3167; 10.7093; 11.1259; 11.5589; 12; 12.4411; 12.8741; 13.2907; 13.6833; 14.0446; 14.3678; 14.6469; 14.8767; 15.0529; 15.1723; 15.2325; 15.2325; 
8.77096; 8.77096; 8.83112; 8.95032; 9.12634; 9.35589; 9.63469; 9.95755; 10.3184; 10.7106; 11.1269; 11.5593; 12; 12.4407; 12.8731; 13.2894; 13.6816; 14.0424; 14.3653; 14.6441; 14.8737; 15.0497; 15.1689; 15.229; 15.229; 
8.77438; 8.77438; 8.83448; 8.95356; 9.12939; 9.3587; 9.63721; 9.95972; 10.3202; 10.712; 11.1278; 11.5598; 12; 12.4402; 12.8722; 13.288; 13.6798; 14.0403; 14.3628; 14.6413; 14.8706; 15.0464; 15.1655; 15.2256; 15.2256; 
8.77781; 8.77781; 8.83784; 8.95679; 9.13244; 9.3615; 9.63971; 9.96188; 10.322; 10.7134; 11.1287; 11.5603; 12; 12.4397; 12.8713; 13.2866; 13.678; 14.0381; 14.3603; 14.6385; 14.8676; 15.0432; 15.1622; 15.2222; 15.2222; 
8.78123; 8.78123; 8.8412; 8.96003; 9.13548; 9.3643; 9.64222; 9.96405; 10.3238; 10.7147; 11.1296; 11.5607; 12; 12.4393; 12.8704; 13.2853; 13.6762; 14.036; 14.3578; 14.6357; 14.8645; 15.04; 15.1588; 15.2188; 15.2188; 
8.78465; 8.78465; 8.84456; 8.96325; 9.13853; 9.3671; 9.64472; 9.96621; 10.3256; 10.7161; 11.1306; 11.5612; 12; 12.4388; 12.8694; 13.2839; 13.6744; 14.0338; 14.3553; 14.6329; 14.8615; 15.0367; 15.1554; 15.2153; 15.2153; 
8.78807; 8.78807; 8.84791; 8.96648; 9.14156; 9.3699; 9.64722; 9.96837; 10.3273; 10.7175; 11.1315; 11.5617; 12; 12.4383; 12.8685; 13.2825; 13.6727; 14.0316; 14.3528; 14.6301; 14.8584; 15.0335; 15.1521; 15.2119; 15.2119; 
8.79148; 8.79148; 8.85126; 8.9697; 9.1446; 9.37269; 9.64972; 9.97052; 10.3291; 10.7188; 11.1324; 11.5621; 12; 12.4379; 12.8676; 13.2812; 13.6709; 14.0295; 14.3503; 14.6273; 14.8554; 15.0303; 15.1487; 15.2085; 15.2085; 
8.79488; 8.79488; 8.8546; 8.97292; 9.14763; 9.37548; 9.65222; 9.97268; 10.3309; 10.7202; 11.1333; 11.5626; 12; 12.4374; 12.8667; 13.2798; 13.6691; 14.0273; 14.3478; 14.6245; 14.8524; 15.0271; 15.1454; 15.2051; 15.2051; 
8.79829; 8.79829; 8.85794; 8.97613; 9.15066; 9.37827; 9.65471; 9.97483; 10.3327; 10.7216; 11.1342; 11.5631; 12; 12.4369; 12.8658; 13.2784; 13.6673; 14.0252; 14.3453; 14.6217; 14.8493; 15.0239; 15.1421; 15.2017; 15.2017; 
8.80169; 8.80169; 8.86128; 8.97934; 9.15369; 9.38105; 9.6572; 9.97698; 10.3344; 10.7229; 11.1352; 11.5635; 12; 12.4365; 12.8648; 13.2771; 13.6656; 14.023; 14.3428; 14.6189; 14.8463; 15.0207; 15.1387; 15.1983; 15.1983; 
8.80508; 8.80508; 8.86461; 8.98255; 9.15671; 9.38383; 9.65969; 9.97913; 10.3362; 10.7243; 11.1361; 11.564; 12; 12.436; 12.8639; 13.2757; 13.6638; 14.0209; 14.3403; 14.6162; 14.8433; 15.0174; 15.1354; 15.1949; 15.1949; 
8.80848; 8.80848; 8.86794; 8.98576; 9.15973; 9.38661; 9.66217; 9.98127; 10.338; 10.7256; 11.137; 11.5644; 12; 12.4356; 12.863; 13.2744; 13.662; 14.0187; 14.3378; 14.6134; 14.8403; 15.0142; 15.1321; 15.1915; 15.1915; 
8.81187; 8.81187; 8.87127; 8.98896; 9.16274; 9.38938; 9.66465; 9.98342; 10.3397; 10.727; 11.1379; 11.5649; 12; 12.4351; 12.8621; 13.273; 13.6603; 14.0166; 14.3353; 14.6106; 14.8373; 15.011; 15.1287; 15.1881; 15.1881; 
8.81525; 8.81525; 8.87459; 8.99215; 9.16576; 9.39216; 9.66713; 9.98556; 10.3415; 10.7283; 11.1388; 11.5654; 12; 12.4346; 12.8612; 13.2717; 13.6585; 14.0144; 14.3329; 14.6078; 14.8342; 15.0078; 15.1254; 15.1847; 15.1847; 
8.81863; 8.81863; 8.87791; 8.99535; 9.16877; 9.39492; 9.66961; 9.9877; 10.3433; 10.7297; 11.1397; 11.5658; 12; 12.4342; 12.8603; 13.2703; 13.6567; 14.0123; 14.3304; 14.6051; 14.8312; 15.0047; 15.1221; 15.1814; 15.1814; 
8.82201; 8.82201; 8.88122; 8.99854; 9.17177; 9.39769; 9.67208; 9.98983; 10.345; 10.731; 11.1407; 11.5663; 12; 12.4337; 12.8593; 13.269; 13.655; 14.0102; 14.3279; 14.6023; 14.8282; 15.0015; 15.1188; 15.178; 15.178; 
8.82539; 8.82539; 8.88454; 9.00173; 9.17477; 9.40045; 9.67455; 9.99197; 10.3468; 10.7324; 11.1416; 11.5668; 12; 12.4332; 12.8584; 13.2676; 13.6532; 14.008; 14.3254; 14.5995; 14.8252; 14.9983; 15.1155; 15.1746; 15.1746; 
8.82876; 8.82876; 8.88784; 9.00491; 9.17777; 9.40321; 9.67702; 9.9941; 10.3485; 10.7337; 11.1425; 11.5672; 12; 12.4328; 12.8575; 13.2663; 13.6515; 14.0059; 14.323; 14.5968; 14.8222; 14.9951; 15.1122; 15.1712; 15.1712; 
8.83213; 8.83213; 8.89115; 9.00809; 9.18077; 9.40597; 9.67949; 9.99623; 10.3503; 10.7351; 11.1434; 11.5677; 12; 12.4323; 12.8566; 13.2649; 13.6497; 14.0038; 14.3205; 14.594; 14.8192; 14.9919; 15.1089; 15.1679; 15.1679; 
8.83549; 8.83549; 8.89445; 9.01127; 9.18376; 9.40872; 9.68195; 9.99835; 10.352; 10.7364; 11.1443; 11.5681; 12; 12.4319; 12.8557; 13.2636; 13.648; 14.0016; 14.318; 14.5913; 14.8162; 14.9887; 15.1055; 15.1645; 15.1645; 
8.83885; 8.83885; 8.89775; 9.01444; 9.18676; 9.41148; 9.68441; 10.0005; 10.3538; 10.7377; 11.1452; 11.5686; 12; 12.4314; 12.8548; 13.2623; 13.6462; 13.9995; 14.3156; 14.5885; 14.8132; 14.9856; 15.1023; 15.1611; 15.1611; 
8.84221; 8.84221; 8.90104; 9.01761; 9.18974; 9.41422; 9.68687; 10.0026; 10.3555; 10.7391; 11.1461; 11.569; 12; 12.431; 12.8539; 13.2609; 13.6445; 13.9974; 14.3131; 14.5858; 14.8103; 14.9824; 15.099; 15.1578; 15.1578; 
8.84556; 8.84556; 8.90433; 9.02078; 9.19273; 9.41697; 9.68933; 10.0047; 10.3573; 10.7404; 11.147; 11.5695; 12; 12.4305; 12.853; 13.2596; 13.6427; 13.9953; 14.3107; 14.583; 14.8073; 14.9792; 15.0957; 15.1544; 15.1544; 
8.84891; 8.84891; 8.90762; 9.02394; 9.19571; 9.41971; 9.69178; 10.0068; 10.359; 10.7418; 11.1479; 11.57; 12; 12.43; 12.8521; 13.2582; 13.641; 13.9932; 14.3082; 14.5803; 14.8043; 14.9761; 15.0924; 15.1511; 15.1511; 
8.85226; 8.85226; 8.9109; 9.0271; 9.19868; 9.42245; 9.69423; 10.009; 10.3608; 10.7431; 11.1488; 11.5704; 12; 12.4296; 12.8512; 13.2569; 13.6392; 13.991; 14.3058; 14.5775; 14.8013; 14.9729; 15.0891; 15.1477; 15.1477; 
8.8556; 8.8556; 8.91419; 9.03026; 9.20166; 9.42519; 9.69668; 10.0111; 10.3625; 10.7444; 11.1497; 11.5709; 12; 12.4291; 12.8503; 13.2556; 13.6375; 13.9889; 14.3033; 14.5748; 14.7983; 14.9697; 15.0858; 15.1444; 15.1444; 
8.85894; 8.85894; 8.91746; 9.03341; 9.20463; 9.42792; 9.69912; 10.0132; 10.3642; 10.7458; 11.1506; 11.5713; 12; 12.4287; 12.8494; 13.2542; 13.6358; 13.9868; 14.3009; 14.5721; 14.7954; 14.9666; 15.0825; 15.1411; 15.1411; 
8.86228; 8.86228; 8.92074; 9.03656; 9.2076; 9.43065; 9.70157; 10.0153; 10.366; 10.7471; 11.1515; 11.5718; 12; 12.4282; 12.8485; 13.2529; 13.634; 13.9847; 14.2984; 14.5693; 14.7924; 14.9634; 15.0793; 15.1377; 15.1377; 
8.86561; 8.86561; 8.92401; 9.03971; 9.21056; 9.43338; 9.70401; 10.0174; 10.3677; 10.7484; 11.1524; 11.5722; 12; 12.4278; 12.8476; 13.2516; 13.6323; 13.9826; 14.296; 14.5666; 14.7894; 14.9603; 15.076; 15.1344; 15.1344; 
8.86894; 8.86894; 8.92727; 9.04285; 9.21353; 9.43611; 9.70644; 10.0195; 10.3694; 10.7497; 11.1533; 11.5727; 12; 12.4273; 12.8467; 13.2503; 13.6306; 13.9805; 14.2936; 14.5639; 14.7865; 14.9571; 15.0727; 15.1311; 15.1311; 
8.87226; 8.87226; 8.93054; 9.04599; 9.21648; 9.43883; 9.70888; 10.0216; 10.3712; 10.7511; 11.1542; 11.5731; 12; 12.4269; 12.8458; 13.2489; 13.6288; 13.9784; 14.2911; 14.5612; 14.7835; 14.954; 15.0695; 15.1277; 15.1277; 
8.87558; 8.87558; 8.9338; 9.04913; 9.21944; 9.44155; 9.71131; 10.0237; 10.3729; 10.7524; 11.1551; 11.5736; 12; 12.4264; 12.8449; 13.2476; 13.6271; 13.9763; 14.2887; 14.5585; 14.7806; 14.9509; 15.0662; 15.1244; 15.1244; 
8.8789; 8.8789; 8.93705; 9.05226; 9.22239; 9.44426; 9.71374; 10.0258; 10.3746; 10.7537; 11.156; 11.574; 12; 12.426; 12.844; 13.2463; 13.6254; 13.9742; 14.2863; 14.5557; 14.7776; 14.9477; 15.0629; 15.1211; 15.1211; 
8.88222; 8.88222; 8.9403; 9.05539; 9.22534; 9.44698; 9.71617; 10.0279; 10.3764; 10.755; 11.1569; 11.5745; 12; 12.4255; 12.8431; 13.245; 13.6236; 13.9721; 14.2838; 14.553; 14.7747; 14.9446; 15.0597; 15.1178; 15.1178; 
8.88553; 8.88553; 8.94355; 9.05852; 9.22829; 9.44969; 9.71859; 10.03; 10.3781; 10.7564; 11.1578; 11.575; 12; 12.425; 12.8422; 13.2436; 13.6219; 13.97; 14.2814; 14.5503; 14.7717; 14.9415; 15.0564; 15.1145; 15.1145; 
8.88884; 8.88884; 8.9468; 9.06164; 9.23123; 9.4524; 9.72102; 10.0321; 10.3798; 10.7577; 11.1587; 11.5754; 12; 12.4246; 12.8413; 13.2423; 13.6202; 13.9679; 14.279; 14.5476; 14.7688; 14.9384; 15.0532; 15.1112; 15.1112; 
8.89214; 8.89214; 8.95004; 9.06477; 9.23417; 9.4551; 9.72343; 10.0342; 10.3815; 10.759; 11.1596; 11.5759; 12; 12.4241; 12.8404; 13.241; 13.6185; 13.9658; 14.2766; 14.5449; 14.7658; 14.9352; 15.05; 15.1079; 15.1079; 
8.89544; 8.89544; 8.95328; 9.06788; 9.23711; 9.4578; 9.72585; 10.0363; 10.3832; 10.7603; 11.1605; 11.5763; 12; 12.4237; 12.8395; 13.2397; 13.6168; 13.9637; 14.2741; 14.5422; 14.7629; 14.9321; 15.0467; 15.1046; 15.1046; 
8.89874; 8.89874; 8.95652; 9.071; 9.24004; 9.4605; 9.72827; 10.0383; 10.385; 10.7616; 11.1614; 11.5768; 12; 12.4232; 12.8386; 13.2384; 13.615; 13.9617; 14.2717; 14.5395; 14.76; 14.929; 15.0435; 15.1013; 15.1013; 
8.90203; 8.90203; 8.95975; 9.07411; 9.24297; 9.4632; 9.73068; 10.0404; 10.3867; 10.763; 11.1623; 11.5772; 12; 12.4228; 12.8377; 13.237; 13.6133; 13.9596; 14.2693; 14.5368; 14.757; 14.9259; 15.0403; 15.098; 15.098; 
8.90532; 8.90532; 8.96298; 9.07721; 9.2459; 9.46589; 9.73309; 10.0425; 10.3884; 10.7643; 11.1632; 11.5777; 12; 12.4223; 12.8368; 13.2357; 13.6116; 13.9575; 14.2669; 14.5341; 14.7541; 14.9228; 15.037; 15.0947; 15.0947; 
8.90861; 8.90861; 8.9662; 9.08032; 9.24882; 9.46858; 9.73549; 10.0446; 10.3901; 10.7656; 11.1641; 11.5781; 12; 12.4219; 12.8359; 13.2344; 13.6099; 13.9554; 14.2645; 14.5314; 14.7512; 14.9197; 15.0338; 15.0914; 15.0914; 
8.91189; 8.91189; 8.96942; 9.08342; 9.25175; 9.47127; 9.7379; 10.0467; 10.3918; 10.7669; 11.1649; 11.5785; 12; 12.4215; 12.8351; 13.2331; 13.6082; 13.9533; 14.2621; 14.5287; 14.7483; 14.9166; 15.0306; 15.0881; 15.0881; 
8.91517; 8.91517; 8.97264; 9.08651; 9.25466; 9.47396; 9.7403; 10.0487; 10.3935; 10.7682; 11.1658; 11.579; 12; 12.421; 12.8342; 13.2318; 13.6065; 13.9513; 14.2597; 14.526; 14.7453; 14.9135; 15.0274; 15.0848; 15.0848; 
8.91844; 8.91844; 8.97586; 9.08961; 9.25758; 9.47664; 9.7427; 10.0508; 10.3952; 10.7695; 11.1667; 11.5794; 12; 12.4206; 12.8333; 13.2305; 13.6048; 13.9492; 14.2573; 14.5234; 14.7424; 14.9104; 15.0241; 15.0816; 15.0816; 
8.92172; 8.92172; 8.97907; 9.0927; 9.26049; 9.47932; 9.7451; 10.0529; 10.3969; 10.7708; 11.1676; 11.5799; 12; 12.4201; 12.8324; 13.2292; 13.6031; 13.9471; 14.2549; 14.5207; 14.7395; 14.9073; 15.0209; 15.0783; 15.0783; 
8.92499; 8.92499; 8.98228; 9.09579; 9.2634; 9.48199; 9.74749; 10.0549; 10.3986; 10.7721; 11.1685; 11.5803; 12; 12.4197; 12.8315; 13.2279; 13.6014; 13.9451; 14.2525; 14.518; 14.7366; 14.9042; 15.0177; 15.075; 15.075; 
8.92825; 8.92825; 8.98548; 9.09887; 9.26631; 9.48467; 9.74988; 10.057; 10.4003; 10.7734; 11.1694; 11.5808; 12; 12.4192; 12.8306; 13.2266; 13.5997; 13.943; 14.2501; 14.5153; 14.7337; 14.9011; 15.0145; 15.0717; 15.0717; 
8.93151; 8.93151; 8.98868; 9.10195; 9.26921; 9.48734; 9.75227; 10.0591; 10.402; 10.7747; 11.1702; 11.5812; 12; 12.4188; 12.8298; 13.2253; 13.598; 13.9409; 14.2477; 14.5127; 14.7308; 14.8981; 15.0113; 15.0685; 15.0685; 
8.93477; 8.93477; 8.99188; 9.10503; 9.27211; 9.49; 9.75466; 10.0611; 10.4037; 10.776; 11.1711; 11.5817; 12; 12.4183; 12.8289; 13.224; 13.5963; 13.9389; 14.2453; 14.51; 14.7279; 14.895; 15.0081; 15.0652; 15.0652; 
8.93803; 8.93803; 8.99507; 9.1081; 9.275; 9.49267; 9.75704; 10.0632; 10.4054; 10.7773; 11.172; 11.5821; 12; 12.4179; 12.828; 13.2227; 13.5946; 13.9368; 14.243; 14.5073; 14.725; 14.8919; 15.0049; 15.062; 15.062; 
8.94128; 8.94128; 8.99826; 9.11117; 9.2779; 9.49533; 9.75942; 10.0652; 10.4071; 10.7786; 11.1729; 11.5826; 12; 12.4174; 12.8271; 13.2214; 13.5929; 13.9348; 14.2406; 14.5047; 14.7221; 14.8888; 15.0017; 15.0587; 15.0587; 
8.94453; 8.94453; 9.00145; 9.11424; 9.28079; 9.49799; 9.7618; 10.0673; 10.4088; 10.7799; 11.1738; 11.583; 12; 12.417; 12.8262; 13.2201; 13.5912; 13.9327; 14.2382; 14.502; 14.7192; 14.8858; 14.9985; 15.0555; 15.0555; 
8.94777; 8.94777; 9.00464; 9.1173; 9.28368; 9.50065; 9.76418; 10.0693; 10.4105; 10.7812; 11.1746; 11.5834; 12; 12.4166; 12.8254; 13.2188; 13.5895; 13.9307; 14.2358; 14.4994; 14.7163; 14.8827; 14.9954; 15.0522; 15.0522; 
8.95101; 8.95101; 9.00782; 9.12037; 9.28656; 9.5033; 9.76655; 10.0714; 10.4122; 10.7825; 11.1755; 11.5839; 12; 12.4161; 12.8245; 13.2175; 13.5878; 13.9286; 14.2335; 14.4967; 14.7134; 14.8796; 14.9922; 15.049; 15.049; 
8.95425; 8.95425; 9.01099; 9.12342; 9.28944; 9.50595; 9.76892; 10.0734; 10.4139; 10.7838; 11.1764; 11.5843; 12; 12.4157; 12.8236; 13.2162; 13.5861; 13.9266; 14.2311; 14.494; 14.7106; 14.8766; 14.989; 15.0457; 15.0457; 
8.95748; 8.95748; 9.01417; 9.12648; 9.29232; 9.5086; 9.77129; 10.0755; 10.4155; 10.7851; 11.1773; 11.5848; 12; 12.4152; 12.8227; 13.2149; 13.5845; 13.9245; 14.2287; 14.4914; 14.7077; 14.8735; 14.9858; 15.0425; 15.0425; 
8.96072; 8.96072; 9.01734; 9.12953; 9.29519; 9.51125; 9.77366; 10.0775; 10.4172; 10.7864; 11.1781; 11.5852; 12; 12.4148; 12.8219; 13.2136; 13.5828; 13.9225; 14.2263; 14.4888; 14.7048; 14.8705; 14.9827; 15.0393; 15.0393; 
8.96394; 8.96394; 9.02051; 9.13258; 9.29807; 9.51389; 9.77602; 10.0796; 10.4189; 10.7877; 11.179; 11.5856; 12; 12.4144; 12.821; 13.2123; 13.5811; 13.9204; 14.224; 14.4861; 14.7019; 14.8674; 14.9795; 15.0361; 15.0361; 
8.96717; 8.96717; 9.02367; 9.13562; 9.30094; 9.51653; 9.77838; 10.0816; 10.4206; 10.789; 11.1799; 11.5861; 12; 12.4139; 12.8201; 13.211; 13.5794; 13.9184; 14.2216; 14.4835; 14.6991; 14.8644; 14.9763; 15.0328; 15.0328; 
8.97039; 8.97039; 9.02683; 9.13866; 9.3038; 9.51916; 9.78074; 10.0837; 10.4223; 10.7902; 11.1808; 11.5865; 12; 12.4135; 12.8192; 13.2098; 13.5777; 13.9163; 14.2193; 14.4808; 14.6962; 14.8613; 14.9732; 15.0296; 15.0296; 
8.97361; 8.97361; 9.02999; 9.1417; 9.30666; 9.5218; 9.7831; 10.0857; 10.4239; 10.7915; 11.1816; 11.587; 12; 12.413; 12.8184; 13.2085; 13.5761; 13.9143; 14.2169; 14.4782; 14.6933; 14.8583; 14.97; 15.0264; 15.0264; 
8.97682; 8.97682; 9.03314; 9.14474; 9.30952; 9.52443; 9.78545; 10.0877; 10.4256; 10.7928; 11.1825; 11.5874; 12; 12.4126; 12.8175; 13.2072; 13.5744; 13.9123; 14.2146; 14.4756; 14.6905; 14.8553; 14.9669; 15.0232; 15.0232; 
8.98003; 8.98003; 9.03629; 9.14777; 9.31238; 9.52706; 9.7878; 10.0897; 10.4273; 10.7941; 11.1834; 11.5878; 12; 12.4122; 12.8166; 13.2059; 13.5727; 13.9103; 14.2122; 14.4729; 14.6876; 14.8522; 14.9637; 15.02; 15.02; 
