Nx = 31
Nt = 3000
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
571(28.55); 15.4111; 15.4111; 15.4062; 15.3967; 15.3824; 15.3637; 15.3407; 15.3138; 15.2831; 15.2491; 15.2122; 15.1729; 15.1314; 15.0885; 15.0445; 15; 14.9555; 14.9115; 14.8686; 14.8271; 14.7878; 14.7509; 14.7169; 14.6862; 14.6593; 14.6363; 14.6176; 14.6033; 14.5938; 14.5889; 14.5889; 
572(28.6); 15.4086; 15.4086; 15.4039; 15.3943; 15.3802; 15.3616; 15.3387; 15.3119; 15.2814; 15.2477; 15.211; 15.1718; 15.1307; 15.088; 15.0442; 15; 14.9558; 14.912; 14.8693; 14.8282; 14.789; 14.7523; 14.7186; 14.6881; 14.6613; 14.6384; 14.6198; 14.6057; 14.5961; 14.5914; 14.5914; 
573(28.65); 15.4063; 15.4063; 15.4015; 15.392; 15.378; 15.3595; 15.3367; 15.3101; 15.2798; 15.2462; 15.2098; 15.1708; 15.1299; 15.0875; 15.044; 15; 14.956; 14.9125; 14.8701; 14.8292; 14.7902; 14.7538; 14.7202; 14.6899; 14.6633; 14.6405; 14.622; 14.608; 14.5985; 14.5937; 14.5937; 
574(28.7); 15.4039; 15.4039; 15.3991; 15.3897; 15.3757; 15.3573; 15.3348; 15.3083; 15.2781; 15.2448; 15.2085; 15.1698; 15.1291; 15.0869; 15.0437; 15; 14.9563; 14.9131; 14.8709; 14.8302; 14.7915; 14.7552; 14.7219; 14.6917; 14.6652; 14.6427; 14.6243; 14.6103; 14.6009; 14.5961; 14.5961; 
575(28.75); 15.4015; 15.4015; 15.3968; 15.3874; 15.3735; 15.3553; 15.3328; 15.3065; 15.2765; 15.2433; 15.2073; 15.1688; 15.1284; 15.0864; 15.0435; 15; 14.9565; 14.9136; 14.8716; 14.8312; 14.7927; 14.7567; 14.7235; 14.6935; 14.6672; 14.6447; 14.6265; 14.6126; 14.6032; 14.5985; 14.5985; 
576(28.8); 15.3991; 15.3991; 15.3945; 15.3852; 15.3713; 15.3532; 15.3309; 15.3047; 15.2749; 15.2419; 15.2061; 15.1678; 15.1276; 15.0859; 15.0432; 15; 14.9568; 14.9141; 14.8724; 14.8322; 14.7939; 14.7581; 14.7251; 14.6953; 14.6691; 14.6468; 14.6287; 14.6148; 14.6055; 14.6009; 14.6009; 
577(28.85); 15.3968; 15.3968; 15.3922; 15.3829; 15.3692; 15.3511; 15.3289; 15.3029; 15.2733; 15.2405; 15.2049; 15.1669; 15.1269; 15.0854; 15.043; 15; 14.957; 14.9146; 14.8731; 14.8331; 14.7951; 14.7595; 14.7267; 14.6971; 14.6711; 14.6489; 14.6308; 14.6171; 14.6078; 14.6032; 14.6032; 
578(28.9); 15.3945; 15.3945; 15.3899; 15.3807; 15.367; 15.349; 15.327; 15.3011; 15.2717; 15.2391; 15.2037; 15.1659; 15.1261; 15.0849; 15.0427; 15; 14.9573; 14.9151; 14.8739; 14.8341; 14.7963; 14.7609; 14.7283; 14.6989; 14.673; 14.651; 14.633; 14.6193; 14.6101; 14.6055; 14.6055; 
579(28.95); 15.3922; 15.3922; 15.3876; 15.3784; 15.3649; 15.347; 15.3251; 15.2993; 15.2701; 15.2377; 15.2025; 15.1649; 15.1254; 15.0844; 15.0425; 15; 14.9575; 14.9156; 14.8746; 14.8351; 14.7975; 14.7623; 14.7299; 14.7007; 14.6749; 14.653; 14.6351; 14.6216; 14.6124; 14.6078; 14.6078; 
580(29); 15.3899; 15.3899; 15.3853; 15.3762; 15.3627; 15.345; 15.3232; 15.2976; 15.2685; 15.2363; 15.2013; 15.1639; 15.1247; 15.0839; 15.0422; 15; 14.9578; 14.9161; 14.8753; 14.8361; 14.7987; 14.7637; 14.7315; 14.7024; 14.6768; 14.655; 14.6373; 14.6238; 14.6147; 14.6101; 14.6101; 
581(29.05); 15.3876; 15.3876; 15.383; 15.374; 15.3606; 15.3429; 15.3213; 15.2958; 15.2669; 15.2349; 15.2001; 15.163; 15.1239; 15.0834; 15.042; 15; 14.958; 14.9166; 14.8761; 14.837; 14.7999; 14.7651; 14.7331; 14.7042; 14.6787; 14.6571; 14.6394; 14.626; 14.617; 14.6124; 14.6124; 
582(29.1); 15.3853; 15.3853; 15.3808; 15.3718; 15.3585; 15.3409; 15.3194; 15.2941; 15.2654; 15.2335; 15.1989; 15.162; 15.1232; 15.083; 15.0417; 15; 14.9583; 14.917; 14.8768; 14.838; 14.8011; 14.7665; 14.7346; 14.7059; 14.6806; 14.6591; 14.6415; 14.6282; 14.6192; 14.6147; 14.6147; 
583(29.15); 15.3831; 15.3831; 15.3786; 15.3696; 15.3564; 15.3389; 15.3175; 15.2924; 15.2638; 15.2322; 15.1978; 15.1611; 15.1225; 15.0825; 15.0415; 15; 14.9585; 14.9175; 14.8775; 14.8389; 14.8022; 14.7678; 14.7362; 14.7076; 14.6825; 14.6611; 14.6436; 14.6304; 14.6214; 14.6169; 14.6169; 
584(29.2); 15.3808; 15.3808; 15.3763; 15.3675; 15.3543; 15.3369; 15.3157; 15.2907; 15.2623; 15.2308; 15.1966; 15.1601; 15.1218; 15.082; 15.0412; 15; 14.9588; 14.918; 14.8782; 14.8399; 14.8034; 14.7692; 14.7377; 14.7093; 14.6843; 14.6631; 14.6457; 14.6325; 14.6237; 14.6192; 14.6192; 
585(29.25); 15.3786; 15.3786; 15.3741; 15.3653; 15.3522; 15.335; 15.3138; 15.289; 15.2607; 15.2294; 15.1955; 15.1592; 15.1211; 15.0815; 15.041; 15; 14.959; 14.9185; 14.8789; 14.8408; 14.8045; 14.7706; 14.7393; 14.711; 14.6862; 14.665; 14.6478; 14.6347; 14.6259; 14.6214; 14.6214; 
586(29.3); 15.3764; 15.3764; 15.3719; 15.3632; 15.3501; 15.333; 15.312; 15.2873; 15.2592; 15.2281; 15.1943; 15.1583; 15.1203; 15.081; 15.0408; 15; 14.9592; 14.919; 14.8797; 14.8417; 14.8057; 14.7719; 14.7408; 14.7127; 14.688; 14.667; 14.6499; 14.6368; 14.6281; 14.6236; 14.6236; 
587(29.35); 15.3742; 15.3742; 15.3698; 15.361; 15.3481; 15.3311; 15.3101; 15.2856; 15.2577; 15.2268; 15.1932; 15.1573; 15.1196; 15.0805; 15.0405; 15; 14.9595; 14.9195; 14.8804; 14.8427; 14.8068; 14.7732; 14.7423; 14.7144; 14.6899; 14.6689; 14.6519; 14.639; 14.6302; 14.6258; 14.6258; 
588(29.4); 15.372; 15.372; 15.3676; 15.3589; 15.346; 15.3291; 15.3083; 15.2839; 15.2562; 15.2254; 15.192; 15.1564; 15.1189; 15.0801; 15.0403; 15; 14.9597; 14.9199; 14.8811; 14.8436; 14.808; 14.7746; 14.7438; 14.7161; 14.6917; 14.6709; 14.654; 14.6411; 14.6324; 14.628; 14.628; 
589(29.45); 15.3698; 15.3698; 15.3654; 15.3568; 15.344; 15.3272; 15.3065; 15.2822; 15.2547; 15.2241; 15.1909; 15.1555; 15.1182; 15.0796; 15.04; 15; 14.96; 14.9204; 14.8818; 14.8445; 14.8091; 14.7759; 14.7453; 14.7178; 14.6935; 14.6728; 14.656; 14.6432; 14.6346; 14.6302; 14.6302; 
590(29.5); 15.3676; 15.3676; 15.3633; 15.3547; 15.342; 15.3253; 15.3047; 15.2806; 15.2532; 15.2228; 15.1898; 15.1546; 15.1176; 15.0791; 15.0398; 15; 14.9602; 14.9209; 14.8824; 14.8454; 14.8102; 14.7772; 14.7468; 14.7194; 14.6953; 14.6747; 14.658; 14.6453; 14.6367; 14.6324; 14.6324; 
591(29.55); 15.3655; 15.3655; 15.3612; 15.3527; 15.34; 15.3234; 15.3029; 15.2789; 15.2517; 15.2215; 15.1887; 15.1537; 15.1169; 15.0787; 15.0396; 15; 14.9604; 14.9213; 14.8831; 14.8463; 14.8113; 14.7785; 14.7483; 14.7211; 14.6971; 14.6766; 14.66; 14.6473; 14.6388; 14.6345; 14.6345; 
592(29.6); 15.3633; 15.3633; 15.3591; 15.3506; 15.338; 15.3215; 15.3012; 15.2773; 15.2502; 15.2202; 15.1876; 15.1528; 15.1162; 15.0782; 15.0393; 15; 14.9607; 14.9218; 14.8838; 14.8472; 14.8124; 14.7798; 14.7498; 14.7227; 14.6988; 14.6785; 14.662; 14.6494; 14.6409; 14.6367; 14.6367; 
593(29.65); 15.3612; 15.3612; 15.3569; 15.3485; 15.336; 15.3196; 15.2994; 15.2757; 15.2488; 15.2189; 15.1865; 15.1519; 15.1155; 15.0778; 15.0391; 15; 14.9609; 14.9222; 14.8845; 14.8481; 14.8135; 14.7811; 14.7512; 14.7243; 14.7006; 14.6804; 14.664; 14.6515; 14.6431; 14.6388; 14.6388; 
594(29.7); 15.3591; 15.3591; 15.3549; 15.3465; 15.3341; 15.3177; 15.2976; 15.2741; 15.2473; 15.2176; 15.1854; 15.151; 15.1148; 15.0773; 15.0389; 15; 14.9611; 14.9227; 14.8852; 14.849; 14.8146; 14.7824; 14.7527; 14.7259; 14.7024; 14.6823; 14.6659; 14.6535; 14.6451; 14.6409; 14.6409; 
595(29.75); 15.357; 15.357; 15.3528; 15.3445; 15.3321; 15.3158; 15.2959; 15.2725; 15.2458; 15.2163; 15.1843; 15.1501; 15.1141; 15.0768; 15.0387; 15; 14.9613; 14.9232; 14.8859; 14.8499; 14.8157; 14.7837; 14.7542; 14.7275; 14.7041; 14.6842; 14.6679; 14.6555; 14.6472; 14.643; 14.643; 
596(29.8); 15.3549; 15.3549; 15.3507; 15.3424; 15.3301; 15.314; 15.2942; 15.2709; 15.2444; 15.2151; 15.1832; 15.1492; 15.1135; 15.0764; 15.0384; 15; 14.9616; 14.9236; 14.8865; 14.8508; 14.8168; 14.7849; 14.7556; 14.7291; 14.7058; 14.686; 14.6699; 14.6576; 14.6493; 14.6451; 14.6451; 
597(29.85); 15.3528; 15.3528; 15.3487; 15.3404; 15.3282; 15.3122; 15.2924; 15.2693; 15.243; 15.2138; 15.1821; 15.1483; 15.1128; 15.076; 15.0382; 15; 14.9618; 14.924; 14.8872; 14.8517; 14.8179; 14.7862; 14.757; 14.7307; 14.7076; 14.6878; 14.6718; 14.6596; 14.6513; 14.6472; 14.6472; 
598(29.9); 15.3507; 15.3507; 15.3466; 15.3384; 15.3263; 15.3103; 15.2907; 15.2677; 15.2415; 15.2126; 15.1811; 15.1475; 15.1122; 15.0755; 15.038; 15; 14.962; 14.9245; 14.8878; 14.8525; 14.8189; 14.7874; 14.7585; 14.7323; 14.7093; 14.6897; 14.6737; 14.6616; 14.6534; 14.6493; 14.6493; 
599(29.95); 15.3487; 15.3487; 15.3446; 15.3364; 15.3244; 15.3085; 15.289; 15.2661; 15.2401; 15.2113; 15.18; 15.1466; 15.1115; 15.0751; 15.0378; 15; 14.9622; 14.9249; 14.8885; 14.8534; 14.82; 14.7887; 14.7599; 14.7339; 14.711; 14.6915; 14.6756; 14.6636; 14.6554; 14.6513; 14.6513; 
600(30); 15.3466; 15.3466; 15.3426; 15.3345; 15.3225; 15.3067; 15.2873; 15.2646; 15.2387; 15.2101; 15.179; 15.1458; 15.1108; 15.0746; 15.0375; 15; 14.9625; 14.9254; 14.8892; 14.8542; 14.821; 14.7899; 14.7613; 14.7354; 14.7127; 14.6933; 14.6775; 14.6655; 14.6574; 14.6534; 14.6534; 
601(30.05); 15.3446; 15.3446; 15.3405; 15.3325; 15.3206; 15.3049; 15.2856; 15.263; 15.2373; 15.2088; 15.1779; 15.1449; 15.1102; 15.0742; 15.0373; 15; 14.9627; 14.9258; 14.8898; 14.8551; 14.8221; 14.7912; 14.7627; 14.737; 14.7144; 14.6951; 14.6794; 14.6675; 14.6595; 14.6554; 14.6554; 
602(30.1); 15.3426; 15.3426; 15.3386; 15.3306; 15.3187; 15.3031; 15.284; 15.2615; 15.2359; 15.2076; 15.1769; 15.1441; 15.1095; 15.0738; 15.0371; 15; 14.9629; 14.9262; 14.8905; 14.8559; 14.8231; 14.7924; 14.7641; 14.7385; 14.716; 14.6969; 14.6813; 14.6694; 14.6614; 14.6574; 14.6574; 
603(30.15); 15.3406; 15.3406; 15.3366; 15.3286; 15.3168; 15.3013; 15.2823; 15.2599; 15.2345; 15.2064; 15.1758; 15.1432; 15.1089; 15.0733; 15.0369; 15; 14.9631; 14.9267; 14.8911; 14.8568; 14.8242; 14.7936; 14.7655; 14.7401; 14.7177; 14.6987; 14.6832; 14.6714; 14.6634; 14.6594; 14.6594; 
604(30.2); 15.3386; 15.3386; 15.3346; 15.3267; 15.315; 15.2996; 15.2806; 15.2584; 15.2332; 15.2052; 15.1748; 15.1424; 15.1083; 15.0729; 15.0367; 15; 14.9633; 14.9271; 14.8917; 14.8576; 14.8252; 14.7948; 14.7668; 14.7416; 14.7194; 14.7004; 14.685; 14.6733; 14.6654; 14.6614; 14.6614; 
605(30.25); 15.3366; 15.3366; 15.3326; 15.3248; 15.3131; 15.2978; 15.279; 15.2569; 15.2318; 15.204; 15.1738; 15.1415; 15.1076; 15.0725; 15.0364; 15; 14.9636; 14.9275; 14.8924; 14.8585; 14.8262; 14.796; 14.7682; 14.7431; 14.721; 14.7022; 14.6869; 14.6752; 14.6674; 14.6634; 14.6634; 
606(30.3); 15.3346; 15.3346; 15.3307; 15.3229; 15.3113; 15.2961; 15.2774; 15.2554; 15.2304; 15.2028; 15.1728; 15.1407; 15.107; 15.072; 15.0362; 15; 14.9638; 14.928; 14.893; 14.8593; 14.8272; 14.7972; 14.7696; 14.7446; 14.7226; 14.7039; 14.6887; 14.6771; 14.6693; 14.6654; 14.6654; 
607(30.35); 15.3326; 15.3326; 15.3287; 15.321; 15.3095; 15.2943; 15.2757; 15.2539; 15.2291; 15.2016; 15.1717; 15.1399; 15.1064; 15.0716; 15.036; 15; 14.964; 14.9284; 14.8936; 14.8601; 14.8283; 14.7984; 14.7709; 14.7461; 14.7243; 14.7057; 14.6905; 14.679; 14.6713; 14.6674; 14.6674; 
608(30.4); 15.3307; 15.3307; 15.3268; 15.3191; 15.3077; 15.2926; 15.2741; 15.2524; 15.2278; 15.2004; 15.1707; 15.1391; 15.1057; 15.0712; 15.0358; 15; 14.9642; 14.9288; 14.8943; 14.8609; 14.8293; 14.7996; 14.7722; 14.7476; 14.7259; 14.7074; 14.6923; 14.6809; 14.6732; 14.6693; 14.6693; 
609(30.45); 15.3288; 15.3288; 15.3249; 15.3172; 15.3059; 15.2909; 15.2725; 15.2509; 15.2264; 15.1992; 15.1697; 15.1382; 15.1051; 15.0708; 15.0356; 15; 14.9644; 14.9292; 14.8949; 14.8618; 14.8303; 14.8008; 14.7736; 14.7491; 14.7275; 14.7091; 14.6941; 14.6828; 14.6751; 14.6712; 14.6712; 
610(30.5); 15.3268; 15.3268; 15.323; 15.3154; 15.3041; 15.2892; 15.2709; 15.2495; 15.2251; 15.1981; 15.1687; 15.1374; 15.1045; 15.0704; 15.0354; 15; 14.9646; 14.9296; 14.8955; 14.8626; 14.8313; 14.8019; 14.7749; 14.7505; 14.7291; 14.7108; 14.6959; 14.6846; 14.677; 14.6732; 14.6732; 
611(30.55); 15.3249; 15.3249; 15.3211; 15.3135; 15.3023; 15.2875; 15.2693; 15.248; 15.2238; 15.1969; 15.1678; 15.1366; 15.1039; 15.0699; 15.0352; 15; 14.9648; 14.9301; 14.8961; 14.8634; 14.8322; 14.8031; 14.7762; 14.752; 14.7307; 14.7125; 14.6977; 14.6865; 14.6789; 14.6751; 14.6751; 
612(30.6); 15.323; 15.323; 15.3192; 15.3117; 15.3005; 15.2858; 15.2677; 15.2465; 15.2225; 15.1958; 15.1668; 15.1358; 15.1033; 15.0695; 15.035; 15; 14.965; 14.9305; 14.8967; 14.8642; 14.8332; 14.8042; 14.7775; 14.7535; 14.7323; 14.7142; 14.6995; 14.6883; 14.6808; 14.677; 14.677; 
613(30.65); 15.3211; 15.3211; 15.3174; 15.3099; 15.2987; 15.2841; 15.2662; 15.2451; 15.2212; 15.1946; 15.1658; 15.135; 15.1027; 15.0691; 15.0348; 15; 14.9652; 14.9309; 14.8973; 14.865; 14.8342; 14.8054; 14.7788; 14.7549; 14.7338; 14.7159; 14.7013; 14.6901; 14.6826; 14.6789; 14.6789; 
614(30.7); 15.3192; 15.3192; 15.3155; 15.308; 15.297; 15.2825; 15.2646; 15.2437; 15.2199; 15.1935; 15.1648; 15.1342; 15.1021; 15.0687; 15.0346; 15; 14.9654; 14.9313; 14.8979; 14.8658; 14.8352; 14.8065; 14.7801; 14.7563; 14.7354; 14.7175; 14.703; 14.692; 14.6845; 14.6808; 14.6808; 
615(30.75); 15.3174; 15.3174; 15.3136; 15.3062; 15.2953; 15.2808; 15.2631; 15.2422; 15.2186; 15.1923; 15.1639; 15.1335; 15.1015; 15.0683; 15.0344; 15; 14.9656; 14.9317; 14.8985; 14.8665; 14.8361; 14.8077; 14.7814; 14.7578; 14.7369; 14.7192; 14.7047; 14.6938; 14.6864; 14.6826; 14.6826; 
616(30.8); 15.3155; 15.3155; 15.3118; 15.3044; 15.2935; 15.2792; 15.2615; 15.2408; 15.2173; 15.1912; 15.1629; 15.1327; 15.1009; 15.0679; 15.0342; 15; 14.9658; 14.9321; 14.8991; 14.8673; 14.8371; 14.8088; 14.7827; 14.7592; 14.7385; 14.7208; 14.7065; 14.6956; 14.6882; 14.6845; 14.6845; 
617(30.85); 15.3137; 15.3137; 15.31; 15.3027; 15.2918; 15.2775; 15.26; 15.2394; 15.216; 15.1901; 15.1619; 15.1319; 15.1003; 15.0675; 15.034; 15; 14.966; 14.9325; 14.8997; 14.8681; 14.8381; 14.8099; 14.784; 14.7606; 14.74; 14.7225; 14.7082; 14.6973; 14.69; 14.6863; 14.6863; 
618(30.9); 15.3118; 15.3118; 15.3082; 15.3009; 15.2901; 15.2759; 15.2585; 15.238; 15.2147; 15.189; 15.161; 15.1311; 15.0997; 15.0671; 15.0338; 15; 14.9662; 14.9329; 14.9003; 14.8689; 14.839; 14.811; 14.7853; 14.762; 14.7415; 14.7241; 14.7099; 14.6991; 14.6918; 14.6882; 14.6882; 
619(30.95); 15.31; 15.31; 15.3064; 15.2991; 15.2884; 15.2743; 15.2569; 15.2366; 15.2135; 15.1879; 15.16; 15.1304; 15.0991; 15.0667; 15.0336; 15; 14.9664; 14.9333; 14.9009; 14.8696; 14.84; 14.8121; 14.7865; 14.7634; 14.7431; 14.7257; 14.7116; 14.7009; 14.6936; 14.69; 14.69; 
620(31); 15.3082; 15.3082; 15.3046; 15.2974; 15.2867; 15.2727; 15.2554; 15.2352; 15.2122; 15.1868; 15.1591; 15.1296; 15.0985; 15.0663; 15.0334; 15; 14.9666; 14.9337; 14.9015; 14.8704; 14.8409; 14.8132; 14.7878; 14.7648; 14.7446; 14.7273; 14.7133; 14.7026; 14.6954; 14.6918; 14.6918; 
621(31.05); 15.3064; 15.3064; 15.3028; 15.2956; 15.285; 15.2711; 15.2539; 15.2338; 15.211; 15.1857; 15.1582; 15.1288; 15.098; 15.066; 15.0332; 15; 14.9668; 14.934; 14.902; 14.8712; 14.8418; 14.8143; 14.789; 14.7662; 14.7461; 14.7289; 14.715; 14.7044; 14.6972; 14.6936; 14.6936; 
622(31.1); 15.3046; 15.3046; 15.301; 15.2939; 15.2834; 15.2695; 15.2525; 15.2325; 15.2098; 15.1846; 15.1573; 15.1281; 15.0974; 15.0656; 15.033; 15; 14.967; 14.9344; 14.9026; 14.8719; 14.8427; 14.8154; 14.7902; 14.7675; 14.7475; 14.7305; 14.7166; 14.7061; 14.699; 14.6954; 14.6954; 
623(31.15); 15.3028; 15.3028; 15.2992; 15.2922; 15.2817; 15.2679; 15.251; 15.2311; 15.2085; 15.1835; 15.1563; 15.1273; 15.0968; 15.0652; 15.0328; 15; 14.9672; 14.9348; 14.9032; 14.8727; 14.8437; 14.8165; 14.7915; 14.7689; 14.749; 14.7321; 14.7183; 14.7078; 14.7008; 14.6972; 14.6972; 
624(31.2); 15.301; 15.301; 15.2975; 15.2905; 15.28; 15.2663; 15.2495; 15.2298; 15.2073; 15.1824; 15.1554; 15.1266; 15.0963; 15.0648; 15.0326; 15; 14.9674; 14.9352; 14.9037; 14.8734; 14.8446; 14.8176; 14.7927; 14.7702; 14.7505; 14.7337; 14.72; 14.7095; 14.7025; 14.699; 14.699; 
625(31.25); 15.2992; 15.2992; 15.2957; 15.2888; 15.2784; 15.2648; 15.248; 15.2284; 15.2061; 15.1814; 15.1545; 15.1258; 15.0957; 15.0644; 15.0324; 15; 14.9676; 14.9356; 14.9043; 14.8742; 14.8455; 14.8186; 14.7939; 14.7716; 14.752; 14.7352; 14.7216; 14.7112; 14.7043; 14.7008; 14.7008; 
626(31.3); 15.2975; 15.2975; 15.294; 15.2871; 15.2768; 15.2632; 15.2466; 15.2271; 15.2049; 15.1803; 15.1536; 15.1251; 15.0951; 15.064; 15.0322; 15; 14.9678; 14.936; 14.9049; 14.8749; 14.8464; 14.8197; 14.7951; 14.7729; 14.7534; 14.7368; 14.7232; 14.7129; 14.706; 14.7025; 14.7025; 
627(31.35); 15.2957; 15.2957; 15.2923; 15.2854; 15.2751; 15.2617; 15.2451; 15.2257; 15.2037; 15.1792; 15.1527; 15.1244; 15.0946; 15.0637; 15.032; 15; 14.968; 14.9363; 14.9054; 14.8756; 14.8473; 14.8208; 14.7963; 14.7743; 14.7549; 14.7383; 14.7249; 14.7146; 14.7077; 14.7043; 14.7043; 
628(31.4); 15.294; 15.294; 15.2906; 15.2837; 15.2735; 15.2601; 15.2437; 15.2244; 15.2025; 15.1782; 15.1518; 15.1236; 15.094; 15.0633; 15.0318; 15; 14.9682; 14.9367; 14.906; 14.8764; 14.8482; 14.8218; 14.7975; 14.7756; 14.7563; 14.7399; 14.7265; 14.7163; 14.7094; 14.706; 14.706; 
629(31.45); 15.2923; 15.2923; 15.2889; 15.282; 15.2719; 15.2586; 15.2423; 15.2231; 15.2013; 15.1771; 15.1509; 15.1229; 15.0935; 15.0629; 15.0316; 15; 14.9684; 14.9371; 14.9065; 14.8771; 14.8491; 14.8229; 14.7987; 14.7769; 14.7577; 14.7414; 14.7281; 14.718; 14.7111; 14.7077; 14.7077; 
630(31.5); 15.2906; 15.2906; 15.2872; 15.2804; 15.2703; 15.2571; 15.2409; 15.2218; 15.2001; 15.1761; 15.15; 15.1222; 15.0929; 15.0626; 15.0315; 15; 14.9685; 14.9374; 14.9071; 14.8778; 14.85; 14.8239; 14.7999; 14.7782; 14.7591; 14.7429; 14.7297; 14.7196; 14.7128; 14.7094; 14.7094; 
631(31.55); 15.2889; 15.2889; 15.2855; 15.2787; 15.2687; 15.2556; 15.2394; 15.2205; 15.1989; 15.1751; 15.1491; 15.1215; 15.0924; 15.0622; 15.0313; 15; 14.9687; 14.9378; 14.9076; 14.8785; 14.8509; 14.8249; 14.8011; 14.7795; 14.7606; 14.7444; 14.7313; 14.7213; 14.7145; 14.7111; 14.7111; 
632(31.6); 15.2872; 15.2872; 15.2838; 15.2771; 15.2672; 15.2541; 15.238; 15.2192; 15.1978; 15.174; 15.1483; 15.1208; 15.0918; 15.0618; 15.0311; 15; 14.9689; 14.9382; 14.9082; 14.8792; 14.8517; 14.826; 14.8022; 14.7808; 14.762; 14.7459; 14.7328; 14.7229; 14.7162; 14.7128; 14.7128; 
633(31.65); 15.2855; 15.2855; 15.2821; 15.2755; 15.2656; 15.2526; 15.2366; 15.2179; 15.1966; 15.173; 15.1474; 15.1201; 15.0913; 15.0615; 15.0309; 15; 14.9691; 14.9385; 14.9087; 14.8799; 14.8526; 14.827; 14.8034; 14.7821; 14.7634; 14.7474; 14.7344; 14.7245; 14.7179; 14.7145; 14.7145; 
634(31.7); 15.2838; 15.2838; 15.2805; 15.2739; 15.264; 15.2511; 15.2353; 15.2166; 15.1955; 15.172; 15.1465; 15.1193; 15.0908; 15.0611; 15.0307; 15; 14.9693; 14.9389; 14.9092; 14.8807; 14.8535; 14.828; 14.8045; 14.7834; 14.7647; 14.7489; 14.736; 14.7261; 14.7195; 14.7162; 14.7162; 
635(31.75); 15.2822; 15.2822; 15.2788; 15.2723; 15.2625; 15.2497; 15.2339; 15.2154; 15.1943; 15.171; 15.1457; 15.1186; 15.0902; 15.0607; 15.0306; 15; 14.9694; 14.9393; 14.9098; 14.8814; 14.8543; 14.829; 14.8057; 14.7846; 14.7661; 14.7503; 14.7375; 14.7277; 14.7212; 14.7178; 14.7178; 
636(31.8); 15.2805; 15.2805; 15.2772; 15.2707; 15.261; 15.2482; 15.2325; 15.2141; 15.1932; 15.17; 15.1448; 15.118; 15.0897; 15.0604; 15.0304; 15; 14.9696; 14.9396; 14.9103; 14.882; 14.8552; 14.83; 14.8068; 14.7859; 14.7675; 14.7518; 14.739; 14.7293; 14.7228; 14.7195; 14.7195; 
637(31.85); 15.2789; 15.2789; 15.2756; 15.2691; 15.2594; 15.2467; 15.2311; 15.2128; 15.1921; 15.169; 15.144; 15.1173; 15.0892; 15.06; 15.0302; 15; 14.9698; 14.94; 14.9108; 14.8827; 14.856; 14.831; 14.8079; 14.7872; 14.7689; 14.7533; 14.7406; 14.7309; 14.7244; 14.7211; 14.7211; 
638(31.9); 15.2772; 15.2772; 15.274; 15.2675; 15.2579; 15.2453; 15.2298; 15.2116; 15.1909; 15.168; 15.1431; 15.1166; 15.0886; 15.0597; 15.03; 15; 14.97; 14.9403; 14.9114; 14.8834; 14.8569; 14.832; 14.8091; 14.7884; 14.7702; 14.7547; 14.7421; 14.7325; 14.726; 14.7228; 14.7228; 
639(31.95); 15.2756; 15.2756; 15.2724; 15.2659; 15.2564; 15.2439; 15.2284; 15.2104; 15.1898; 15.167; 15.1423; 15.1159; 15.0881; 15.0593; 15.0298; 15; 14.9702; 14.9407; 14.9119; 14.8841; 14.8577; 14.833; 14.8102; 14.7896; 14.7716; 14.7561; 14.7436; 14.7341; 14.7276; 14.7244; 14.7244; 
640(32); 15.274; 15.274; 15.2708; 15.2644; 15.2549; 15.2424; 15.2271; 15.2091; 15.1887; 15.1661; 15.1415; 15.1152; 15.0876; 15.059; 15.0297; 15; 14.9703; 14.941; 14.9124; 14.8848; 14.8585; 14.8339; 14.8113; 14.7909; 14.7729; 14.7576; 14.7451; 14.7356; 14.7292; 14.726; 14.726; 
641(32.05); 15.2724; 15.2724; 15.2692; 15.2628; 15.2534; 15.241; 15.2258; 15.2079; 15.1876; 15.1651; 15.1406; 15.1145; 15.0871; 15.0586; 15.0295; 15; 14.9705; 14.9414; 14.9129; 14.8855; 14.8594; 14.8349; 14.8124; 14.7921; 14.7742; 14.759; 14.7466; 14.7372; 14.7308; 14.7276; 14.7276; 
642(32.1); 15.2708; 15.2708; 15.2676; 15.2613; 15.2519; 15.2396; 15.2244; 15.2067; 15.1865; 15.1641; 15.1398; 15.1139; 15.0866; 15.0583; 15.0293; 15; 14.9707; 14.9417; 14.9134; 14.8861; 14.8602; 14.8359; 14.8135; 14.7933; 14.7756; 14.7604; 14.7481; 14.7387; 14.7324; 14.7292; 14.7292; 
643(32.15); 15.2692; 15.2692; 15.266; 15.2598; 15.2504; 15.2382; 15.2231; 15.2055; 15.1854; 15.1631; 15.139; 15.1132; 15.0861; 15.058; 15.0291; 15; 14.9709; 14.942; 14.9139; 14.8868; 14.861; 14.8369; 14.8146; 14.7945; 14.7769; 14.7618; 14.7496; 14.7402; 14.734; 14.7308; 14.7308; 
