Nx = 31
Nt = 3000
n/j; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30; 
75(3.75); 22.6162; 22.6162; 22.5244; 22.3432; 22.073; 21.7207; 21.2873; 20.783; 20.2095; 19.5793; 18.895; 18.1696; 17.4072; 16.62; 15.8142; 15; 14.1858; 13.38; 12.5928; 11.8304; 11.105; 10.4207; 9.79046; 9.217; 8.71274; 8.27928; 7.92702; 7.65684; 7.47565; 7.38384; 7.38384; 
76(3.8); 22.5703; 22.5703; 22.4797; 22.2987; 22.0319; 21.6801; 21.2519; 20.7484; 20.1812; 19.5523; 18.8744; 18.1511; 17.3948; 16.6107; 15.81; 15; 14.19; 13.3893; 12.6052; 11.8489; 11.1256; 10.4477; 9.81885; 9.2516; 8.74814; 8.31988; 7.96806; 7.70133; 7.52034; 7.42974; 7.42974; 
77(3.85); 22.525; 22.525; 22.4345; 22.2558; 21.9894; 21.6419; 21.2143; 20.7165; 20.1503; 19.5278; 18.8517; 18.1346; 17.3809; 16.6024; 15.8053; 15; 14.1947; 13.3976; 12.6191; 11.8654; 11.1483; 10.4722; 9.84966; 9.28349; 8.78574; 8.3581; 8.01061; 7.7442; 7.56554; 7.47504; 7.47504; 
78(3.9); 22.4797; 22.4797; 22.3904; 22.2119; 21.9489; 21.6018; 21.1792; 20.6823; 20.1222; 19.501; 18.8312; 18.1163; 17.3685; 16.5931; 15.8012; 15; 14.1988; 13.4069; 12.6315; 11.8837; 11.1688; 10.499; 9.87785; 9.3177; 8.8208; 8.39817; 8.05115; 7.78807; 7.60962; 7.52029; 7.52029; 
79(3.95); 22.435; 22.435; 22.3458; 22.1696; 21.9069; 21.564; 21.1421; 20.6507; 20.0917; 19.4767; 18.8087; 18.0999; 17.3547; 16.5849; 15.7966; 15; 14.2034; 13.4151; 12.6453; 11.9001; 11.1913; 10.5233; 9.90834; 9.34932; 8.85794; 8.43597; 8.09312; 7.83038; 7.65418; 7.56495; 7.56495; 
80(4); 22.3904; 22.3904; 22.3023; 22.1263; 21.8668; 21.5245; 21.1074; 20.6169; 20.0637; 19.4502; 18.7883; 18.0817; 17.3424; 16.5756; 15.7924; 15; 14.2076; 13.4244; 12.6576; 11.9183; 11.2117; 10.5498; 9.93632; 9.38314; 8.89265; 8.47553; 8.13318; 7.87365; 7.69767; 7.60957; 7.60957; 
81(4.05); 22.3464; 22.3464; 22.2584; 22.0846; 21.8254; 21.4871; 21.0707; 20.5855; 20.0335; 19.426; 18.7659; 18.0653; 17.3287; 16.5674; 15.7878; 15; 14.2122; 13.4326; 12.6713; 11.9347; 11.2341; 10.574; 9.96649; 9.41448; 8.92933; 8.51291; 8.17459; 7.91542; 7.74161; 7.65362; 7.65362; 
82(4.1); 22.3024; 22.3024; 22.2155; 22.0419; 21.7858; 21.448; 21.0363; 20.5521; 20.0057; 19.3997; 18.7456; 18.0473; 17.3164; 16.5582; 15.7837; 15; 14.2163; 13.4418; 12.6836; 11.9527; 11.2544; 10.6003; 9.99425; 9.44791; 8.9637; 8.55196; 8.21417; 7.9581; 7.78452; 7.69761; 7.69761; 
83(4.15); 22.2589; 22.2589; 22.1721; 22.0007; 21.745; 21.4111; 21.0001; 20.521; 19.9759; 19.3757; 18.7235; 18.031; 17.3028; 16.55; 15.7791; 15; 14.2209; 13.45; 12.6972; 11.969; 11.2765; 10.6243; 10.0241; 9.47898; 8.99994; 8.58893; 8.25503; 7.99935; 7.82786; 7.74107; 7.74107; 
84(4.2); 22.2155; 22.2155; 22.1298; 21.9586; 21.7059; 21.3725; 20.966; 20.488; 19.9484; 19.3497; 18.7033; 18.0131; 17.2905; 16.5409; 15.775; 15; 14.225; 13.4591; 12.7095; 11.9869; 11.2967; 10.6503; 10.0516; 9.51202; 9.03396; 8.62748; 8.29414; 8.04144; 7.87021; 7.78446; 7.78446; 
85(4.25); 22.1727; 22.1727; 22.087; 21.9178; 21.6655; 21.336; 20.9302; 20.4572; 19.9188; 19.3259; 18.6814; 17.9969; 17.277; 16.5328; 15.7705; 15; 14.2295; 13.4672; 12.723; 12.0031; 11.3186; 10.6741; 10.0812; 9.5428; 9.06975; 8.66405; 8.33446; 8.08217; 7.91295; 7.82733; 7.82733; 
86(4.3); 22.1299; 22.1299; 22.0452; 21.8763; 21.6269; 21.2979; 20.8966; 20.4245; 19.8915; 19.3001; 18.6614; 17.9792; 17.2648; 16.5238; 15.7664; 15; 14.2336; 13.4762; 12.7352; 12.0208; 11.3386; 10.6999; 10.1085; 9.57545; 9.10342; 8.70211; 8.37311; 8.12371; 7.95475; 7.87014; 7.87014; 
87(4.35); 22.0876; 22.0876; 22.0031; 21.8361; 21.5871; 21.2617; 20.8612; 20.3941; 19.8623; 19.2765; 18.6397; 17.9631; 17.2515; 16.5156; 15.7619; 15; 14.2381; 13.4844; 12.7485; 12.0369; 11.3603; 10.7235; 10.1377; 9.60595; 9.13878; 8.73827; 8.41291; 8.16393; 7.99693; 7.91245; 7.91245; 
88(4.4); 22.0453; 22.0453; 21.9618; 21.7951; 21.5489; 21.2242; 20.8279; 20.3618; 19.8353; 19.251; 18.6198; 17.9456; 17.2394; 16.5067; 15.7578; 15; 14.2422; 13.4933; 12.7606; 12.0544; 11.3802; 10.749; 10.1647; 9.63822; 9.17211; 8.77584; 8.4511; 8.20492; 8.03819; 7.95469; 7.95469; 
89(4.45); 22.0036; 22.0036; 21.9202; 21.7554; 21.5096; 21.1884; 20.793; 20.3316; 19.8064; 19.2275; 18.5983; 17.9296; 17.2261; 16.4986; 15.7533; 15; 14.2467; 13.5014; 12.7739; 12.0704; 11.4017; 10.7725; 10.1936; 9.66843; 9.20703; 8.8116; 8.49038; 8.24464; 8.0798; 7.99644; 7.99644; 
90(4.5); 21.9619; 21.9619; 21.8795; 21.7149; 21.4719; 21.1513; 20.76; 20.2997; 19.7795; 19.2023; 18.5786; 17.9122; 17.2141; 16.4897; 15.7493; 15; 14.2507; 13.5103; 12.7859; 12.0878; 11.4214; 10.7977; 10.2205; 9.70032; 9.24001; 8.84871; 8.52812; 8.28509; 8.12054; 8.03812; 8.03812; 
91(4.55); 21.9207; 21.9207; 21.8384; 21.6757; 21.4331; 21.1159; 20.7255; 20.2698; 19.751; 19.179; 18.5573; 17.8963; 17.201; 16.4817; 15.7449; 15; 14.2551; 13.5183; 12.799; 12.1037; 11.4427; 10.821; 10.249; 9.73023; 9.27451; 8.88407; 8.5669; 8.32433; 8.16161; 8.07933; 8.07933; 
92(4.6); 21.8795; 21.8795; 21.7982; 21.6357; 21.3958; 21.0793; 20.6928; 20.2382; 19.7244; 19.1541; 18.5377; 17.8791; 17.189; 16.4729; 15.7408; 15; 14.2592; 13.5271; 12.811; 12.1209; 11.4623; 10.8459; 10.2756; 9.76175; 9.30715; 8.92071; 8.6042; 8.36425; 8.20183; 8.12047; 8.12047; 
93(4.65); 21.8388; 21.8388; 21.7576; 21.597; 21.3575; 21.0443; 20.6588; 20.2086; 19.6962; 19.131; 18.5166; 17.8633; 17.176; 16.4649; 15.7365; 15; 14.2635; 13.5351; 12.824; 12.1367; 11.4834; 10.869; 10.3038; 9.79137; 9.34123; 8.95568; 8.64248; 8.40302; 8.24236; 8.16115; 8.16115; 
94(4.7); 21.7982; 21.7982; 21.7179; 21.5576; 21.3207; 21.0081; 20.6265; 20.1775; 19.6698; 19.1064; 18.4972; 17.8463; 17.1641; 16.4562; 15.7325; 15; 14.2675; 13.5438; 12.8359; 12.1537; 11.5028; 10.8936; 10.3302; 9.82252; 9.37352; 8.99185; 8.67935; 8.44242; 8.28208; 8.20176; 8.20176; 
95(4.75); 21.7581; 21.7581; 21.6779; 21.5193; 21.2829; 20.9736; 20.5928; 20.1482; 19.642; 19.0835; 18.4764; 17.8307; 17.1513; 16.4483; 15.7281; 15; 14.2719; 13.5517; 12.8487; 12.1693; 11.5236; 10.9165; 10.358; 9.85184; 9.40719; 9.02644; 8.71714; 8.48071; 8.32209; 8.24192; 8.24192; 
96(4.8); 21.718; 21.718; 21.6387; 21.4804; 21.2464; 20.9378; 20.5609; 20.1174; 19.6158; 19.0592; 18.4571; 17.8138; 17.1395; 16.4397; 15.7241; 15; 14.2759; 13.5603; 12.8605; 12.1862; 11.5429; 10.9408; 10.3842; 9.88262; 9.43914; 9.06216; 8.75358; 8.51961; 8.36132; 8.282; 8.282; 
97(4.85); 21.6783; 21.6783; 21.5992; 21.4426; 21.2091; 20.9036; 20.5276; 20.0883; 19.5883; 19.0365; 18.4365; 17.7983; 17.1268; 16.4318; 15.7199; 15; 14.2801; 13.5682; 12.8732; 12.2017; 11.5635; 10.9635; 10.4117; 9.91165; 9.47239; 9.09636; 8.79089; 8.55745; 8.40081; 8.32166; 8.32166; 
98(4.9); 21.6388; 21.6388; 21.5604; 21.4042; 21.1731; 20.8684; 20.496; 20.0579; 19.5624; 19.0124; 18.4174; 17.7816; 17.115; 16.4233; 15.7159; 15; 14.2841; 13.5767; 12.885; 12.2184; 11.5826; 10.9876; 10.4376; 9.94206; 9.504; 9.13164; 8.8269; 8.59585; 8.43955; 8.36123; 8.36123; 
99(4.95); 21.5996; 21.5996; 21.5215; 21.3668; 21.1363; 20.8345; 20.4632; 20.0292; 19.5352; 18.9899; 18.397; 17.7662; 17.1025; 16.4155; 15.7117; 15; 14.2883; 13.5845; 12.8975; 12.2338; 11.603; 11.0101; 10.4648; 9.9708; 9.53685; 9.16545; 8.86374; 8.63323; 8.47854; 8.40039; 8.40039; 
100(5); 21.5605; 21.5605; 21.4832; 21.3289; 21.1007; 20.7997; 20.4319; 19.9992; 19.5095; 18.9661; 18.3781; 17.7497; 17.0908; 16.4071; 15.7077; 15; 14.2923; 13.5929; 12.9092; 12.2503; 11.6219; 11.0339; 10.4905; 10.0008; 9.56813; 9.2003; 8.89934; 8.67114; 8.51681; 8.43947; 8.43947; 
101(5.05); 21.5219; 21.5219; 21.4447; 21.2919; 21.0643; 20.7663; 20.3994; 19.9707; 19.4826; 18.9438; 18.3579; 17.7344; 17.0784; 16.3993; 15.7035; 15; 14.2965; 13.6007; 12.9216; 12.2656; 11.6421; 11.0562; 10.5174; 10.0293; 9.60057; 9.23373; 8.93572; 8.70808; 8.5553; 8.47814; 8.47814; 
102(5.1); 21.4833; 21.4833; 21.4069; 21.2545; 21.0291; 20.7319; 20.3685; 19.941; 19.4573; 18.9203; 18.3391; 17.7182; 17.0669; 16.391; 15.6996; 15; 14.3004; 13.609; 12.9331; 12.2818; 11.6609; 11.0797; 10.5427; 10.059; 9.63151; 9.26814; 8.9709; 8.74551; 8.59311; 8.51672; 8.51672; 
103(5.15); 21.4451; 21.4451; 21.3689; 21.218; 20.9932; 20.6988; 20.3364; 19.9129; 19.4306; 18.8982; 18.3192; 17.703; 17.0546; 16.3833; 15.6955; 15; 14.3045; 13.6167; 12.9454; 12.297; 11.6808; 11.1018; 10.5694; 10.0871; 9.66356; 9.30121; 9.00683; 8.78201; 8.63112; 8.55491; 8.55491; 
104(5.2); 21.407; 21.407; 21.3315; 21.181; 20.9584; 20.6648; 20.3058; 19.8835; 19.4055; 18.8749; 18.3006; 17.6869; 17.0431; 16.375; 15.6916; 15; 14.3084; 13.625; 12.9569; 12.3131; 11.6994; 11.1251; 10.5945; 10.1165; 9.69417; 9.33519; 9.04161; 8.81897; 8.66846; 8.59302; 8.59302; 
105(5.25); 21.3693; 21.3693; 21.294; 21.145; 20.9229; 20.6321; 20.2742; 19.8557; 19.3792; 18.8531; 18.2809; 17.6719; 17.031; 16.3674; 15.6875; 15; 14.3125; 13.6326; 12.969; 12.3281; 11.7191; 11.1469; 10.6208; 10.1443; 9.72582; 9.36789; 9.07708; 8.85503; 8.70599; 8.63074; 8.63074; 
106(5.3); 21.3316; 21.3316; 21.2571; 21.1085; 20.8885; 20.5985; 20.2439; 19.8267; 19.3544; 18.8301; 18.2625; 17.6559; 17.0196; 16.3592; 15.6837; 15; 14.3163; 13.6408; 12.9804; 12.3441; 11.7375; 11.1699; 10.6456; 10.1733; 9.7561; 9.40145; 9.11146; 8.89154; 8.74289; 8.66837; 8.66837; 
107(5.35); 21.2944; 21.2944; 21.22; 21.0728; 20.8535; 20.5662; 20.2126; 19.7991; 19.3284; 18.8084; 18.243; 17.641; 17.0076; 16.3517; 15.6796; 15; 14.3204; 13.6483; 12.9924; 12.359; 11.757; 11.1916; 10.6716; 10.2009; 9.78737; 9.43378; 9.1465; 8.92717; 8.77995; 8.70563; 8.70563; 
108(5.4); 21.2572; 21.2572; 21.1836; 21.0368; 20.8195; 20.5331; 20.1827; 19.7705; 19.3038; 18.7857; 18.2247; 17.6253; 16.9963; 16.3436; 15.6758; 15; 14.3242; 13.6564; 13.0037; 12.3747; 11.7753; 11.2143; 10.6962; 10.2295; 9.81732; 9.46694; 9.18048; 8.96322; 8.8164; 8.74279; 8.74279; 
109(5.45); 21.2204; 21.2204; 21.147; 21.0016; 20.7849; 20.5011; 20.1518; 19.7432; 19.2781; 18.7643; 18.2055; 17.6105; 16.9844; 16.3361; 15.6718; 15; 14.3282; 13.6639; 13.0156; 12.3895; 11.7945; 11.2357; 10.7219; 10.2568; 9.84821; 9.4989; 9.21508; 8.99844; 8.85301; 8.77959; 8.77959; 
110(5.5); 21.1837; 21.1837; 21.111; 20.966; 20.7513; 20.4684; 20.1222; 19.7149; 19.2537; 18.7418; 18.1874; 17.595; 16.9733; 16.3281; 15.668; 15; 14.332; 13.6719; 13.0267; 12.405; 11.8126; 11.2582; 10.7463; 10.2851; 9.87784; 9.53165; 9.24867; 9.03404; 8.88902; 8.8163; 8.8163; 
111(5.55); 21.1473; 21.1473; 21.0748; 20.9312; 20.7172; 20.4367; 20.0916; 19.688; 19.2284; 18.7206; 18.1684; 17.5804; 16.9615; 16.3207; 15.6641; 15; 14.3359; 13.6793; 13.0385; 12.4196; 11.8316; 11.2794; 10.7716; 10.312; 9.90835; 9.56325; 9.28284; 9.06884; 8.92517; 8.85266; 8.85266; 
112(5.6); 21.1111; 21.1111; 21.0392; 20.896; 20.684; 20.4044; 20.0623; 19.66; 19.2043; 18.6984; 18.1505; 17.565; 16.9505; 16.3128; 15.6603; 15; 14.3397; 13.6872; 13.0495; 12.435; 11.8495; 11.3016; 10.7957; 10.34; 9.93765; 9.5956; 9.31605; 9.10401; 8.96075; 8.88892; 8.88892; 
113(5.65); 21.0752; 21.0752; 21.0035; 20.8616; 20.6502; 20.3731; 20.0322; 19.6333; 19.1792; 18.6774; 18.1317; 17.5505; 16.9389; 16.3054; 15.6564; 15; 14.3436; 13.6946; 13.0611; 12.4495; 11.8683; 11.3226; 10.8208; 10.3667; 9.96779; 9.62685; 9.3498; 9.1384; 8.99646; 8.92483; 8.92483; 
114(5.7); 21.0394; 21.0394; 20.9684; 20.8269; 20.6174; 20.3412; 20.0032; 19.6057; 19.1553; 18.6554; 18.1139; 17.5353; 16.928; 16.2976; 15.6527; 15; 14.3473; 13.7024; 13.072; 12.4647; 11.8861; 11.3446; 10.8447; 10.3943; 9.99677; 9.6588; 9.38262; 9.17313; 9.03162; 8.96065; 8.96065; 
115(5.75); 21.0039; 21.0039; 20.9331; 20.7929; 20.584; 20.3103; 19.9735; 19.5793; 19.1306; 18.6346; 18.0954; 17.5209; 16.9165; 16.2903; 15.6488; 15; 14.3512; 13.7097; 13.0835; 12.4791; 11.9046; 11.3654; 10.8694; 10.4207; 10.0265; 9.6897; 9.41597; 9.20712; 9.06689; 8.99613; 8.99613; 
116(5.8); 20.9685; 20.9685; 20.8984; 20.7586; 20.5516; 20.2787; 19.9448; 19.552; 19.107; 18.613; 18.0778; 17.5059; 16.9056; 16.2826; 15.6452; 15; 14.3548; 13.7174; 13.0944; 12.4941; 11.9222; 11.387; 10.893; 10.448; 10.0552; 9.72126; 9.44841; 9.24143; 9.10163; 9.03151; 9.03151; 
117(5.85); 20.9334; 20.9334; 20.8635; 20.725; 20.5187; 20.2482; 19.9154; 19.5259; 19.0825; 18.5924; 18.0594; 17.4917; 16.8943; 16.2754; 15.6413; 15; 14.3587; 13.7246; 13.1057; 12.5083; 11.9406; 11.4076; 10.9175; 10.4741; 10.0846; 9.75181; 9.48134; 9.27502; 9.13647; 9.06657; 9.06657; 
118(5.9); 20.8985; 20.8985; 20.8292; 20.6911; 20.4866; 20.217; 19.887; 19.4989; 19.0591; 18.571; 18.042; 17.4769; 16.8836; 16.2678; 15.6377; 15; 14.3623; 13.7322; 13.1164; 12.5231; 11.958; 11.429; 10.9409; 10.5011; 10.113; 9.78298; 9.51341; 9.30891; 9.17079; 9.10152; 9.10152; 
119(5.95); 20.8638; 20.8638; 20.7948; 20.6579; 20.4541; 20.1868; 19.858; 19.4731; 19.0349; 18.5506; 18.0239; 17.4628; 16.8723; 16.2606; 15.6339; 15; 14.3661; 13.7394; 13.1277; 12.5372; 11.9761; 11.4494; 10.9651; 10.5269; 10.142; 9.81319; 9.54594; 9.3421; 9.20521; 9.13616; 9.13616; 
120(6); 20.8293; 20.8293; 20.7609; 20.6244; 20.4224; 20.156; 19.8299; 19.4465; 19.0118; 18.5294; 18.0067; 17.4481; 16.8617; 16.2531; 15.6303; 15; 14.3697; 13.7469; 13.1383; 12.5519; 11.9933; 11.4706; 10.9882; 10.5535; 10.1701; 9.84399; 9.57765; 9.37558; 9.23913; 9.17068; 9.17068; 
121(6.05); 20.7951; 20.7951; 20.7269; 20.5916; 20.3902; 20.1261; 19.8012; 19.4209; 18.9879; 18.5093; 17.9888; 17.4342; 16.8506; 16.246; 15.6266; 15; 14.3734; 13.754; 13.1494; 12.5658; 12.0112; 11.4907; 11.0121; 10.5791; 10.1988; 9.87385; 9.60978; 9.40839; 9.27313; 9.20491; 9.20491; 
122(6.1); 20.761; 20.761; 20.6934; 20.5585; 20.3589; 20.0957; 19.7735; 19.3946; 18.9651; 18.4884; 17.9717; 17.4197; 16.8401; 16.2386; 15.623; 15; 14.377; 13.7614; 13.1599; 12.5803; 12.0283; 11.5116; 11.0349; 10.6054; 10.2265; 9.90427; 9.64112; 9.44146; 9.30665; 9.23902; 9.23902; 
123(6.15); 20.7272; 20.7272; 20.6598; 20.5261; 20.3271; 20.0662; 19.7452; 19.3693; 18.9415; 18.4684; 17.954; 17.4059; 16.8291; 16.2316; 15.6193; 15; 14.3807; 13.7684; 13.1709; 12.5941; 12.046; 11.5316; 11.0585; 10.6307; 10.2548; 9.9338; 9.67286; 9.47388; 9.34024; 9.27283; 9.27283; 
124(6.2); 20.6935; 20.6935; 20.6266; 20.4934; 20.2962; 20.0361; 19.7177; 19.3433; 18.9188; 18.4477; 17.9372; 17.3916; 16.8187; 16.2242; 15.6158; 15; 14.3842; 13.7758; 13.1813; 12.6084; 12.0628; 11.5523; 11.0812; 10.6567; 10.2823; 9.96385; 9.70384; 9.50655; 9.37336; 9.30654; 9.30654; 
125(6.25); 20.6601; 20.6601; 20.5935; 20.4614; 20.2648; 20.007; 19.6897; 19.3183; 18.8955; 18.428; 17.9197; 17.3779; 16.8079; 16.2173; 15.6121; 15; 14.3879; 13.7827; 13.1921; 12.6221; 12.0803; 11.572; 11.1045; 10.6817; 10.3103; 9.99305; 9.7352; 9.5386; 9.40654; 9.33995; 9.33995; 
126(6.3); 20.6268; 20.6268; 20.5607; 20.4291; 20.2342; 19.9773; 19.6626; 19.2926; 18.8731; 18.4076; 17.903; 17.3638; 16.7976; 16.21; 15.6086; 15; 14.3914; 13.79; 13.2024; 12.6362; 12.097; 11.5924; 11.1269; 10.7074; 10.3374; 10.0227; 9.76583; 9.57087; 9.43927; 9.37325; 9.37325; 
127(6.35); 20.5937; 20.5937; 20.5279; 20.3975; 20.2032; 19.9484; 19.6349; 19.2679; 18.8501; 18.3881; 17.8857; 17.3503; 16.7869; 16.2031; 15.605; 15; 14.395; 13.7969; 13.2131; 12.6497; 12.1143; 11.6119; 11.1499; 10.7321; 10.3651; 10.0516; 9.7968; 9.60255; 9.47206; 9.40626; 9.40626; 
128(6.4); 20.5608; 20.5608; 20.4956; 20.3656; 20.1729; 19.9191; 19.6081; 19.2425; 18.828; 18.3679; 17.8692; 17.3363; 16.7767; 16.1959; 15.6016; 15; 14.3984; 13.8041; 13.2233; 12.6637; 12.1308; 11.6321; 11.172; 10.7575; 10.3919; 10.0809; 9.82708; 9.63443; 9.5044; 9.43916; 9.43916; 
129(6.45); 20.5282; 20.5282; 20.4632; 20.3343; 20.1423; 19.8905; 19.5808; 19.2181; 18.8052; 18.3486; 17.8521; 17.3229; 16.7661; 16.1891; 15.598; 15; 14.402; 13.8109; 13.2339; 12.6771; 12.1479; 11.6514; 11.1948; 10.7819; 10.4192; 10.1095; 9.85768; 9.66574; 9.5368; 9.47178; 9.47178; 
130(6.5); 20.4957; 20.4957; 20.4312; 20.3028; 20.1124; 19.8616; 19.5543; 19.193; 18.7833; 18.3287; 17.8358; 17.3091; 16.756; 16.182; 15.5946; 15; 14.4054; 13.818; 13.244; 12.6909; 12.1642; 11.6713; 11.2167; 10.807; 10.4457; 10.1384; 9.8876; 9.69724; 9.56876; 9.50429; 9.50429; 
131(6.55); 20.4635; 20.4635; 20.3992; 20.2718; 20.0822; 19.8333; 19.5273; 19.1688; 18.7608; 18.3095; 17.8189; 17.2959; 16.7456; 16.1753; 15.591; 15; 14.409; 13.8247; 13.2544; 12.7041; 12.1811; 11.6905; 11.2392; 10.8312; 10.4727; 10.1667; 9.91784; 9.72818; 9.60076; 9.53653; 9.53653; 
132(6.6); 20.4314; 20.4314; 20.3676; 20.2407; 20.0526; 19.8047; 19.5011; 19.1441; 18.7392; 18.2899; 17.8027; 17.2822; 16.7356; 16.1683; 15.5877; 15; 14.4123; 13.8317; 13.2644; 12.7178; 12.1973; 11.7101; 11.2608; 10.8559; 10.4989; 10.1953; 9.94742; 9.7593; 9.63235; 9.56864; 9.56864; 
133(6.65); 20.3995; 20.3995; 20.336; 20.2101; 20.0227; 19.7768; 19.4744; 19.1201; 18.717; 18.2709; 17.786; 17.2692; 16.7253; 16.1616; 15.5842; 15; 14.4158; 13.8384; 13.2747; 12.7308; 12.214; 11.7291; 11.283; 10.8799; 10.5256; 10.2232; 9.97729; 9.78989; 9.66397; 9.6005; 9.6005; 
134(6.7); 20.3678; 20.3678; 20.3048; 20.1794; 19.9935; 19.7486; 19.4485; 19.0957; 18.6955; 18.2515; 17.7701; 17.2557; 16.7154; 16.1547; 15.5808; 15; 14.4192; 13.8453; 13.2846; 12.7443; 12.2299; 11.7485; 11.3045; 10.9043; 10.5515; 10.2514; 10.0065; 9.82063; 9.69519; 9.63224; 9.63224; 
135(6.75); 20.3363; 20.3363; 20.2736; 20.1491; 19.964; 19.721; 19.4221; 19.072; 18.6736; 18.2328; 17.7536; 17.2427; 16.7052; 16.1481; 15.5774; 15; 14.4226; 13.8519; 13.2948; 12.7573; 12.2464; 11.7672; 11.3264; 10.928; 10.5779; 10.279; 10.036; 9.85086; 9.72643; 9.66371; 9.66371; 
136(6.8); 20.3049; 20.3049; 20.2427; 20.1188; 19.9351; 19.693; 19.3965; 19.0479; 18.6524; 18.2136; 17.7378; 17.2294; 16.6954; 16.1413; 15.5741; 15; 14.4259; 13.8587; 13.3046; 12.7706; 12.2622; 11.7864; 11.3476; 10.9521; 10.6035; 10.307; 10.0649; 9.88124; 9.75729; 9.69507; 9.69507; 
137(6.85); 20.2738; 20.2738; 20.2118; 20.0889; 19.9059; 19.6658; 19.3704; 19.0244; 18.6307; 18.1951; 17.7215; 17.2166; 16.6853; 16.1347; 15.5706; 15; 14.4294; 13.8653; 13.3147; 12.7834; 12.2785; 11.8049; 11.3693; 10.9756; 10.6296; 10.3342; 10.0941; 9.91111; 9.78816; 9.72618; 9.72618; 
138(6.9); 20.2428; 20.2428; 20.1814; 20.0589; 19.8773; 19.6382; 19.3451; 19.0006; 18.6098; 18.1761; 17.7058; 17.2034; 16.6757; 16.128; 15.5674; 15; 14.4326; 13.872; 13.3243; 12.7966; 12.2942; 11.8239; 11.3902; 10.9994; 10.6549; 10.3618; 10.1227; 9.94113; 9.81865; 9.75717; 9.75717; 
139(6.95); 20.2121; 20.2121; 20.1509; 20.0293; 19.8485; 19.6112; 19.3194; 18.9774; 18.5883; 18.1578; 17.6898; 17.1907; 16.6657; 16.1215; 15.564; 15; 14.436; 13.8785; 13.3343; 12.8093; 12.3102; 11.8422; 11.4117; 11.0226; 10.6806; 10.3888; 10.1515; 9.97066; 9.84915; 9.78791; 9.78791; 
140(7); 20.1815; 20.1815; 20.1207; 19.9997; 19.8203; 19.5839; 19.2943; 18.9539; 18.5676; 18.139; 17.6743; 17.1777; 16.6561; 16.1148; 15.5608; 15; 14.4392; 13.8852; 13.3439; 12.8223; 12.3257; 11.861; 11.4324; 11.0461; 10.7057; 10.4161; 10.1797; 10.0003; 9.87928; 9.81853; 9.81853; 
141(7.05); 20.1511; 20.1511; 20.0906; 19.9705; 19.7918; 19.5573; 19.2689; 18.931; 18.5465; 18.1209; 17.6584; 17.1652; 16.6463; 16.1084; 15.5574; 15; 14.4426; 13.8916; 13.3537; 12.8348; 12.3416; 11.8791; 11.4535; 11.069; 10.7311; 10.4427; 10.2082; 10.0295; 9.90942; 9.84891; 9.84891; 
142(7.1); 20.1208; 20.1208; 20.0608; 19.9412; 19.7639; 19.5304; 19.2441; 18.9077; 18.526; 18.1024; 17.6431; 17.1523; 16.6368; 16.1019; 15.5542; 15; 14.4458; 13.8981; 13.3632; 12.8477; 12.3569; 11.8976; 11.474; 11.0923; 10.7559; 10.4696; 10.2361; 10.0588; 9.9392; 9.87916; 9.87916; 
143(7.15); 20.0908; 20.0908; 20.031; 19.9123; 19.7358; 19.504; 19.219; 18.885; 18.505; 18.0845; 17.6274; 17.1399; 16.6271; 16.0955; 15.5509; 15; 14.4491; 13.9045; 13.3729; 12.8601; 12.3726; 11.9155; 11.495; 11.115; 10.781; 10.496; 10.2642; 10.0877; 9.96898; 9.90918; 9.90918; 
144(7.2); 20.0609; 20.0609; 20.0016; 19.8834; 19.7082; 19.4774; 19.1945; 18.862; 18.4848; 18.0662; 17.6122; 17.1272; 16.6177; 16.089; 15.5478; 15; 14.4522; 13.911; 13.3823; 12.8728; 12.3878; 11.9338; 11.5152; 11.138; 10.8055; 10.5226; 10.2918; 10.1166; 9.99842; 9.93908; 9.93908; 
145(7.25); 20.0313; 20.0313; 19.9722; 19.8549; 19.6804; 19.4514; 19.1697; 18.8397; 18.4641; 18.0485; 17.5967; 17.115; 16.6081; 16.0827; 15.5445; 15; 14.4555; 13.9173; 13.3919; 12.885; 12.4033; 11.9515; 11.5359; 11.1603; 10.8303; 10.5486; 10.3196; 10.1451; 10.0278; 9.96875; 9.96875; 
146(7.3); 20.0017; 20.0017; 19.9431; 19.8263; 19.6531; 19.4251; 19.1455; 18.8169; 18.4441; 18.0304; 17.5817; 17.1024; 16.5989; 16.0763; 15.5414; 15; 14.4586; 13.9237; 13.4011; 12.8976; 12.4183; 11.9696; 11.5559; 11.1831; 10.8545; 10.5749; 10.3469; 10.1737; 10.0569; 9.9983; 9.9983; 
147(7.35); 19.9724; 19.9724; 19.914; 19.7981; 19.6257; 19.3993; 19.121; 18.7948; 18.4237; 18.0129; 17.5664; 17.0903; 16.5894; 16.0701; 15.5382; 15; 14.4618; 13.9299; 13.4106; 12.9097; 12.4336; 11.9871; 11.5763; 11.2052; 10.879; 10.6007; 10.3743; 10.2019; 10.086; 10.0276; 10.0276; 
