;Nx = 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nt = 750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;n/j;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30; 
2,6;65(2,6);23,7659;23,7659;23,6553;23,4364;23,1131;22,6915;22,1788;21,5838;20,9156;20,1841;19,399;18,5702;17,707;16,8185;15,9134;15;14,0866;13,1815;12,293;11,4298;10,601;9,81592;9,08439;8,41622;7,82116;7,30853;6,88688;6,56362;6,34465;6,23411;6,23411; 
2,64;66(2,64);23,7217;23,7217;23,612;23,3947;23,0738;22,6551;22,1459;21,5545;20,8903;20,1627;19,3815;18,5565;17,6969;16,8119;15,9101;15;14,0899;13,1881;12,3031;11,4435;10,6185;9,83732;9,10973;8,44546;7,85413;7,34492;6,92624;6,60534;6,38802;6,27833;6,27833; 
2,68;67(2,68);23,6778;23,6778;23,5689;23,3532;23,0346;22,6189;22,113;21,5254;20,8649;20,1413;19,364;18,5427;17,6867;16,8052;15,9068;15;14,0932;13,1948;12,3133;11,4573;10,636;9,85875;9,13506;8,47464;7,88698;7,38113;6,96535;6,64677;6,43107;6,32221;6,32221; 
2,72;68(2,72);23,6342;23,6342;23,5262;23,3121;22,9958;22,5828;22,0803;21,4963;20,8396;20,1198;19,3464;18,5288;17,6765;16,7984;15,9034;15;14,0966;13,2016;12,3235;11,4712;10,6536;9,88019;9,16037;8,50374;7,9197;7,41716;7,00423;6,68792;6,47381;6,36575;6,36575; 
2,76;69(2,76);23,591;23,591;23,4838;23,2712;22,9571;22,547;22,0477;21,4672;20,8144;20,0984;19,3287;18,5149;17,6662;16,7916;15,9001;15;14,0999;13,2084;12,3338;11,4851;10,6713;9,90164;9,18565;8,53278;7,9523;7,45301;7,04288;6,7288;6,51623;6,40897;6,40897; 
2,8;70(2,8);23,5481;23,5481;23,4416;23,2306;22,9187;22,5113;22,0152;21,4383;20,7891;20,0769;19,311;18,5009;17,6559;16,7848;15,8967;15;14,1033;13,2152;12,3441;11,4991;10,689;9,9231;9,2109;8,56173;7,98477;7,48867;7,0813;6,7694;6,55836;6,45188;6,45188; 
2,84;71(2,84);23,5055;23,5055;23,3998;23,1903;22,8805;22,4758;21,9829;21,4094;20,7639;20,0554;19,2933;18,4869;17,6455;16,778;15,8933;15;14,1067;13,222;12,3545;11,5131;10,7067;9,94456;9,23611;8,59061;8,01712;7,52416;7,11949;6,80974;6,60018;6,49447;6,49447; 
2,88;72(2,88);23,4632;23,4632;23,3583;23,1502;22,8425;22,4405;21,9507;21,3806;20,7387;20,034;19,2756;18,4729;17,6351;16,7711;15,8898;15;14,1102;13,2289;12,3649;11,5271;10,7244;9,96602;9,26129;8,61941;8,04933;7,55948;7,15746;6,84982;6,64172;6,53675;6,53675; 
2,92;73(2,92);23,4213;23,4213;23,317;23,1104;22,8048;22,4054;21,9186;21,3519;20,7136;20,0125;19,2579;18,4589;17,6246;16,7642;15,8864;15;14,1136;13,2358;12,3754;11,5411;10,7421;9,98747;9,28643;8,64813;8,08142;7,59461;7,19521;6,88964;6,68297;6,57874;6,57874; 
2,96;74(2,96);23,3796;23,3796;23,2761;23,0708;22,7673;22,3704;21,8866;21,3232;20,6885;19,9911;19,2401;18,4448;17,6141;16,7572;15,883;15;14,117;13,2428;12,3859;11,5552;10,7599;10,0089;9,31153;8,67677;8,11338;7,62958;7,23274;6,9292;6,72395;6,62043;6,62043; 
3;75(3);23,3382;23,3382;23,2354;23,0315;22,7299;22,3356;21,8548;21,2947;20,6634;19,9697;19,2224;18,4307;17,6036;16,7503;15,8795;15;14,1205;13,2497;12,3964;11,5693;10,7776;10,0303;9,33658;8,70532;8,14521;7,66437;7,27006;6,96851;6,76464;6,66184;6,66184; 
3,04;76(3,04);23,297;23,297;23,1949;22,9924;22,6928;22,301;21,8231;21,2662;20,6384;19,9482;19,2046;18,4165;17,5931;16,7433;15,876;15;14,124;13,2567;12,4069;11,5835;10,7954;10,0518;9,36158;8,73378;8,17692;7,69898;7,30716;7,00758;6,80507;6,70296;6,70296; 
3,08;77(3,08);23,2562;23,2562;23,1548;22,9536;22,6559;22,2666;21,7915;21,2378;20,6135;19,9269;19,1868;18,4024;17,5826;16,7363;15,8725;15;14,1275;13,2637;12,4174;11,5976;10,8132;10,0731;9,38653;8,76215;8,20849;7,73343;7,34406;7,04641;6,84523;6,7438;6,7438; 
3,12;78(3,12);23,2156;23,2156;23,1149;22,915;22,6193;22,2323;21,7601;21,2096;20,5886;19,9055;19,1691;18,3882;17,572;16,7293;15,869;15;14,131;13,2707;12,428;11,6118;10,8309;10,0945;9,41142;8,79044;8,23993;7,7677;7,38075;7,085;6,88513;6,78438;6,78438; 
3,16;79(3,16);23,1753;23,1753;23,0752;22,8766;22,5828;22,1982;21,7288;21,1814;20,5637;19,8842;19,1513;18,3741;17,5614;16,7223;15,8655;15;14,1345;13,2777;12,4386;11,6259;10,8487;10,1158;9,43626;8,81863;8,27124;7,80181;7,41723;7,12335;6,92478;6,82468;6,82468; 
3,2;80(3,2);23,1353;23,1353;23,0358;22,8385;22,5465;22,1642;21,6976;21,1533;20,539;19,8628;19,1336;18,3599;17,5508;16,7152;15,862;15;14,138;13,2848;12,4492;11,6401;10,8664;10,1372;9,46104;8,84673;8,30243;7,83575;7,45351;7,16147;6,96417;6,86472;6,86472; 
3,24;81(3,24);23,0955;23,0955;22,9967;22,8006;22,5104;22,1305;21,6665;21,1253;20,5142;19,8416;19,1158;18,3457;17,5402;16,7082;15,8585;15;14,1415;13,2918;12,4598;11,6543;10,8842;10,1584;9,48576;8,87473;8,33348;7,86952;7,48959;7,19937;7,00331;6,9045;6,9045; 
3,28;82(3,28);23,056;23,056;22,9578;22,763;22,4745;22,0969;21,6356;21,0974;20,4896;19,8203;19,0981;18,3316;17,5296;16,7011;15,855;15;14,145;13,2989;12,4704;11,6684;10,9019;10,1797;9,51042;8,90264;8,3644;7,90313;7,52547;7,23703;7,04221;6,94402;6,94402; 
3,32;83(3,32);23,0167;23,0167;22,9191;22,7255;22,4388;22,0634;21,6048;21,0695;20,465;19,7991;19,0804;18,3174;17,519;16,6941;15,8514;15;14,1486;13,3059;12,481;11,6826;10,9196;10,2009;9,53501;8,93045;8,39519;7,93658;7,56116;7,27448;7,08086;6,9833;6,9833; 
3,36;84(3,36);22,9777;22,9777;22,8807;22,6883;22,4033;22,0301;21,5742;21,0418;20,4405;19,778;19,0627;18,3032;17,5084;16,687;15,8479;15;14,1521;13,313;12,4916;11,6968;10,9373;10,222;9,55953;8,95817;8,42585;7,96986;7,59665;7,31171;7,11928;7,02232;7,02232; 
3,4;85(3,4);22,9389;22,9389;22,8425;22,6513;22,368;21,997;21,5436;21,0142;20,416;19,7569;19,045;18,2891;17,4978;16,6799;15,8444;15;14,1556;13,3201;12,5022;11,7109;10,955;10,2431;9,58398;8,98579;8,45638;8,00297;7,63196;7,34872;7,15747;7,06111;7,06111; 
3,44;86(3,44);22,9003;22,9003;22,8046;22,6145;22,3329;21,9641;21,5132;20,9867;20,3916;19,7358;19,0274;18,2749;17,4871;16,6728;15,8408;15;14,1592;13,3272;12,5129;11,7251;10,9726;10,2642;9,60837;9,0133;8,48678;8,03593;7,66707;7,38551;7,19542;7,09965;7,09965; 
