29.2439; 28.9823; 28.2548; 27.2116; 26.0389; 24.8935; 23.8559; 22.9212; 22.0262; 21.0977; 20.0955; 19.03; 17.9498; 16.9082; 15.9305; 15; 14.0694; 13.0917; 12.0501; 10.9699; 9.90442; 8.90221; 7.97376; 7.07876; 6.144; 5.10645; 3.96101; 2.78831; 1.7451; 1.01768; 0.7561; 
28.9916; 28.7569; 28.0999; 27.1445; 26.0464; 24.9405; 23.9026; 22.9402; 22.0121; 21.0649; 20.0669; 19.0231; 17.9669; 16.9368; 15.9517; 15; 14.0483; 13.0631; 12.033; 10.9769; 9.93299; 8.93502; 7.98788; 7.05976; 6.09732; 5.05945; 3.95352; 2.85541; 1.90003; 1.24307; 1.00839; 
28.7646; 28.552; 27.9533; 27.0715; 26.0377; 24.969; 23.9364; 22.9563; 22.0042; 21.0424; 20.0463; 19.0173; 17.9784; 16.9569; 15.9666; 15; 14.0333; 13.0431; 12.0215; 10.9826; 9.95364; 8.9575; 7.9957; 7.04363; 6.06356; 5.03097; 3.96219; 2.92843; 2.04663; 1.44797; 1.23544; 
28.5583; 28.3642; 27.8141; 26.9944; 26.0165; 24.9826; 23.9593; 22.9692; 22.0004; 21.0273; 20.0316; 19.0127; 17.986; 16.9708; 15.9771; 15; 14.0228; 13.0292; 12.0139; 10.9872; 9.96834; 8.97259; 7.99954; 7.03074; 6.04063; 5.01732; 3.98339; 3.00554; 2.18589; 1.63582; 1.44165; 
28.3694; 28.1906; 27.6813; 26.9146; 25.9856; 24.9843; 23.9731; 22.9787; 21.9988; 21.0174; 20.0213; 19.0091; 17.991; 16.9804; 15.9845; 15; 14.0155; 13.0196; 12.0089; 10.9908; 9.97865; 8.98251; 8.00113; 7.02122; 6.02684; 5.01558; 4.01428; 3.08536; 2.31862; 1.80938; 1.63055; 
28.195; 28.0291; 27.5544; 26.8331; 25.9473; 24.9765; 23.9791; 22.9848; 21.9982; 21.011; 20.0142; 19.0064; 17.9943; 16.9869; 15.9895; 15; 14.0104; 13.013; 12.0057; 10.9935; 9.98575; 8.98894; 8.00168; 7.01511; 6.02079; 5.02345; 4.05268; 3.16688; 2.44553; 1.97086; 1.80495; 
28.0329; 27.8779; 27.4327; 26.7506; 25.9031; 24.9609; 23.9786; 22.9876; 21.9978; 21.0068; 20.0093; 19.0044; 17.9963; 16.9913; 15.993; 15; 14.0069; 13.0086; 12.0036; 10.9955; 9.9906; 8.99314; 8.00209; 7.01233; 6.02131; 5.03907; 4.09686; 3.24931; 2.56721; 2.12206; 1.96711; 
27.8811; 27.7356; 27.3158; 26.6679; 25.8544; 24.939; 23.9725; 22.9872; 21.997; 21.0039; 20.006; 19.003; 17.9977; 16.9943; 15.9953; 15; 14.0046; 13.0057; 12.0023; 10.9969; 9.9939; 8.99603; 8.00296; 7.01274; 6.02743; 5.06098; 4.14549; 3.33208; 2.68419; 2.26442; 2.11886; 
27.7383; 27.6008; 27.2031; 26.5852; 25.8024; 24.9119; 23.9616; 22.9838; 21.9952; 21.0016; 20.0037; 19.002; 17.9985; 16.9962; 15.9969; 15; 14.003; 13.0037; 12.0014; 10.998; 9.99623; 8.99832; 8.00473; 7.01618; 6.03834; 5.088; 4.19752; 3.41475; 2.79689; 2.39914; 2.26167; 
27.6033; 27.4728; 27.0943; 26.5029; 25.7478; 24.8807; 23.9466; 22.9775; 21.9923; 20.9994; 20.0019; 19.0012; 17.999; 16.9975; 15.9979; 15; 14.002; 13.0024; 12.0009; 10.9988; 9.99803; 9.00052; 8.00767; 7.02245; 6.05336; 5.11919; 4.25213; 3.49703; 2.90571; 2.52719; 2.39675; 
